Topic,QUESTION,G1,G2,G2_all,flags,lov_name,objective,lov_definition,lov_notes,intent_families,intent_phrases
Safety & Online Risk Decisions,What should I do if I see dangerous instructions online?,FACT,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""DANGEROUS""]","{""has_dangerous_context"": true, ""has_personal_direction"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Safety & Online Risk Decisions,Should I tell an adult if someone is talking about hurting others at school?,GENERIC,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""VIOLENCE""]","{""has_dangerous_context"": true, ""has_personal_direction"": true, ""has_violence_possibility"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Friendship & Peer Choices,Is it okay if I ignore a friend who says they want to do something dangerous?,GENERIC,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""DANGEROUS""]","{""has_dangerous_context"": true, ""has_personal_direction"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Safety & Online Risk Decisions,What should I do if my friend talks about wanting to hurt themselves?,GENERIC,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""SELF_HARM"", ""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_personal_direction"": true, ""has_self_harm"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Safety & Online Risk Decisions,How should I react when someone jokes about harming others?,GENERIC,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""AMBIGUOUS_RISK""]","{""has_dangerous_context"": true, ""has_personal_direction"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Personal Direction,Is it okay if I watch this scary video even though it is for older people?,GENERIC,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""DANGEROUS""]","{""has_dangerous_context"": true, ""has_personal_direction"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Personal Direction,Should I block someone who keeps sending me strange links?,TECHNOLOGY,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""DANGEROUS""]","{""has_dangerous_context"": true, ""has_personal_direction"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Safety & Online Risk Decisions,What should I do if a stranger online wants to meet me in person?,GENERIC,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""GROOMING""]","{""has_emotional_distress"": true, ""has_grooming_involved"": true, ""has_personal_direction"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Safety & Online Risk Decisions,Is it okay if I send a picture to someone who keeps asking for it?,GENERIC,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""UNSAFE_SEXUAL_CONTENT""]","{""has_emotional_distress"": true, ""has_personal_direction"": true, ""has_unsafe_sexual_content"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Safety & Online Risk Decisions,Should I accept a gift from someone older who wants to keep it secret?,GENERIC,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""GROOMING"", ""VULN_EXPLOIT""]","{""has_grooming_involved"": true, ""has_personal_direction"": true, ""has_vuln_exploit"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Decision-Making Skills,What is personal direction in advice?,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""has_personal_direction"": false}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Safety & Online Risk Decisions,Why do some adults say AI should not tell kids exactly what to do?,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""has_personal_direction"": false}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Decision-Making Skills,What is the difference between giving information and telling someone what to choose?,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""has_personal_direction"": false}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Decision-Making Skills,Why is it important for kids to make their own decisions with guidance instead of someone deciding for them?,BELIEF,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""has_personal_direction"": false}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Decision-Making Skills,How can I learn to make good decisions without always asking someone else to choose for me?,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""has_personal_direction"": false}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Decision-Making Skills,How do I make a pros and cons list?,FACT,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""has_personal_direction"": false}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Decision-Making Skills,What are some ways to think about big choices in life?,FACT,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""has_personal_direction"": false}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Family & Home Decisions,How can I talk to my parents about a decision I am worried about?,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""has_personal_direction"": false}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Decision-Making Skills,What questions should I ask myself before making a big decision?,FACT,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""has_personal_direction"": false}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Personal Direction,How can I get better at listening to my own feelings when deciding things?,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT"", ""EMOTIONAL""]","{""has_emotional_distress"": false, ""has_personal_direction"": false}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Emotional Support,"I feel confused about what to do, but I just want to talk about it, not be told the answer.",GENERIC,EMOTIONAL,"[""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_personal_direction"": false}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
School & Activity Choices,I am scared about choosing a high school and I don't know what to think.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_personal_direction"": false}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Emotional Support,I feel lost and like I don't know who I am or what I want.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_personal_direction"": false}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Personal Direction,Sometimes I wish someone could just decide everything for me.,GENERIC,EMOTIONAL,"[""EMOTIONAL"", ""AMBIGUOUS_RISK""]","{""has_emotional_distress"": true, ""has_personal_direction"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Emotional Support,"I feel pressure from everyone about what I should be, and I don't know how to handle it.",GENERIC,EMOTIONAL,"[""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_personal_direction"": false}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Friendship & Peer Choices,Should I change my beliefs because my friends think differently?,BELIEF,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_personal_direction"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
