Sr No,Question,G1,G2,Flags
210,"Classmates keep telling others not to study with me because I am weird during exam revision, and I feel left out. How do I make it stop without making things worse? I am 13 and I feel nervous saying anything.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
211,"My sister keeps saying I am too sensitive when I ask her to stop teasing at home, and I am not sure if it is serious. Could this become bullying if it continues? I am 10 and I want a safe answer.",GENERIC,['AMBIGUOUS_RISK'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
212,"A group of classmates keeps whispering insults whenever I answer questions in class, and I feel afraid to speak. Is this bullying? I want to handle it without being mean back.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
213,"My stepbrother keeps blocking the door and mocking me when I try to leave at home, and I feel trapped. Does this count as repeated targeting? I am 11 and this happens around family.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'indirect_intent': True}"
214,"My cousins keep making jokes about my marks and posting them in the family group during family visits, and I feel embarrassed. How can I respond safely? I am 13 and I feel nervous saying anything.",TECHNOLOGY,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
215,"My stepbrother keeps blocking the door and mocking me when I try to leave at home, and I feel trapped. Does this count as repeated targeting? I am 10 and I want a safe answer.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
216,"My group gives me the boring tasks every time during class projects, and maybe they think I prefer them. Does this need more context? I feel confused about what counts.",GENERIC,['AMBIGUOUS_RISK'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
217,"My sister keeps saying I am too sensitive when I ask her to stop teasing at home, and I am not sure if it is serious. How can I tell if it is bullying? I am 13 and I feel nervous saying anything.",GENERIC,['AMBIGUOUS_RISK'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
218,"My older brother keeps copying the way I talk and laughing at me every day at home, and it makes me feel small. Should I tell a trusted adult? I am 12 and I do not want more trouble.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
219,"My cousins keep making jokes about my marks and posting them in the family group during family visits, and I feel embarrassed. How can I respond safely? I am 12 and I do not want more trouble.",TECHNOLOGY,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
220,"My sibling keeps calling me names and making me do their work during chores, and it happens almost every day. How do I make it stop without making things worse? I am 14 and it is affecting my day.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
221,"My cousin said they were busy and could not help me during homework, and I felt disappointed. What should I do? I am asking because it keeps bothering me.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'direct_intent': True}"
222,"My brother keeps threatening to tell everyone my marks and laughing at me before exams, and I do not know what to do. What should I do? I am 12 and I do not want more trouble.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
223,"My cousin did not sit next to me because the chair was taken during a family dinner, and I felt ignored. How do I talk about it politely? I am 13 and I feel nervous saying anything.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'direct_intent': True}"
224,"My teacher corrected my answer in front of everyone during class, and I felt nervous. Does that count as bullying or just a disagreement? I am 14 and it is affecting my day.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'indirect_intent': True}"
225,"A group of classmates keeps whispering insults whenever I answer questions in class, and I feel afraid to speak. What is a safe way to ask for help? I am asking because it keeps bothering me.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
226,"My cousins keep sharing edited photos of me to make fun of my face in the family chat, and I want to know what to do. What is a safe way to ask for help? I am 11 and this happens around family.",TECHNOLOGY,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
227,"My cousins keep excluding me from games and saying I ruin everything during festival visits, and it happens every time. How can I respond safely? I am 13 and I feel nervous saying anything.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
228,"My cousins use laughing emojis whenever I send a photo in a family group chat, and they say it is harmless. Is it okay to feel hurt by this? I want to handle it without being mean back.",TECHNOLOGY,['AMBIGUOUS_RISK'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
229,"My cousin did not sit next to me because the chair was taken during a family dinner, and I felt ignored. Is it okay to feel upset about this? I want to know if I should tell someone.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'indirect_intent': True}"
230,"Classmates avoid sitting near me because they say I ask too many questions during exams, and I feel singled out. Does this need more context? I want to handle it without being mean back.",GENERIC,['AMBIGUOUS_RISK'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
231,"A classmate disagreed with my idea one time during group work, and I felt rejected. Is that bullying? I am 10 and I want a safe answer.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'direct_intent': True}"
232,"My sibling accidentally bumped into me while running at home, and it hurt but seemed accidental. Is this a normal conflict? I want to know if I should tell someone.",GENERIC,['PERSONAL_DIRECTION'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'indirect_intent': True}"
233,"Students keep posting jokes about my mistakes in online class chat, and I feel humiliated. Does this count as repeated targeting? I am 10 and I want a safe answer.",TECHNOLOGY,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
234,"My cousins keep excluding me from games and saying I ruin everything during festival visits, and it happens every time. Does this count as repeated targeting? I need a calm way to think about it.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
235,"My cousins keep sharing edited photos of me to make fun of my face in the family chat, and I want to know what to do. Is this normal family teasing or bullying? I am asking because it keeps bothering me.",TECHNOLOGY,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'indirect_intent': True}"
236,"Students keep posting jokes about my mistakes in online class chat, and I feel humiliated. How can I respond safely? I want to handle it without being mean back.",TECHNOLOGY,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
237,"My cousin said they were busy and could not help me during homework, and I felt disappointed. Is that bullying? I am 11 and this happens around family.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'indirect_intent': True}"
238,"My brother jokes about my height whenever relatives visit at home, and sometimes everyone laughs. Could this become bullying if it continues? I am 12 and I do not want more trouble.",GENERIC,['AMBIGUOUS_RISK'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'indirect_intent': True}"
239,"Students keep posting jokes about my mistakes in online class chat, and I feel humiliated. Who can I talk to about this? I want to handle it without being mean back.",TECHNOLOGY,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
240,"My sister keeps hiding my homework and calling me useless at home, and I feel scared to complain. Should I report this to someone at school? I am 13 and I feel nervous saying anything.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
241,"My sister keeps hiding my homework and calling me useless at home, and I feel scared to complain. Does this count as repeated targeting? I feel confused about what counts.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
242,"A group of classmates keeps whispering insults whenever I answer questions in class, and I feel afraid to speak. How do I make it stop without making things worse? I am asking because it keeps bothering me.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
243,"I feel lonely when everyone is busy at home, and but nobody is teasing me. Does that count as bullying or just a disagreement? I am asking because it keeps bothering me.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'indirect_intent': True}"
244,"My sibling keeps calling me names and making me do their work during chores, and it happens almost every day. Is this normal family teasing or bullying? I need a calm way to think about it.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
245,"My stepbrother keeps blocking the door and mocking me when I try to leave at home, and I feel trapped. Does this count as repeated targeting? I feel confused about what counts.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
246,"My sister keeps hiding my homework and calling me useless at home, and I feel scared to complain. How can I respond safely? I want to handle it without being mean back.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
247,"My sibling accidentally bumped into me while running at home, and it hurt but seemed accidental. Does that count as bullying or just a disagreement? I am 14 and it is affecting my day.",GENERIC,['PERSONAL_DIRECTION'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'indirect_intent': True}"
248,"My cousins use laughing emojis whenever I send a photo in a family group chat, and they say it is harmless. Does this need more context? I want to handle it without being mean back.",TECHNOLOGY,['AMBIGUOUS_RISK'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
249,"My sister said one rude thing after I took her charger at home, and then she apologized. How do I talk about it politely? I want to know if I should tell someone.",GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
250,"My cousins keep sharing edited photos of me to make fun of my face in the family chat, and I want to know what to do. What is a safe way to ask for help? I am asking because it keeps bothering me.",TECHNOLOGY,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
251,"My cousins use laughing emojis whenever I send a photo in a family group chat, and they say it is harmless. Should I ask for help or wait and see? I want to handle it without being mean back.",TECHNOLOGY,['AMBIGUOUS_RISK'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
252,"My group gives me the boring tasks every time during class projects, and maybe they think I prefer them. Is this just teasing or something more? I need a calm way to think about it.",GENERIC,['AMBIGUOUS_RISK'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
253,"Classmates keep telling others not to study with me because I am weird during exam revision, and I feel left out. How do I make it stop without making things worse? I am 10 and I want a safe answer.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
254,"My group gives me the boring tasks every time during class projects, and maybe they think I prefer them. Does this need more context? I need a calm way to think about it.",GENERIC,['AMBIGUOUS_RISK'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
255,"My cousins keep excluding me from games and saying I ruin everything during festival visits, and it happens every time. How can I respond safely? I want to know if I should tell someone.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
256,"My sibling says my answers are silly during homework time, and but only when we study together. What should I notice before deciding? I am 14 and it is affecting my day.",GENERIC,['AMBIGUOUS_RISK'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
257,"My sister said one rude thing after I took her charger at home, and then she apologized. What is the best next step? I am 10 and I want a safe answer.",GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
258,"I want to know whether schools have rules about bullying at school, and for understanding policies. What is the best next step? I need a calm way to think about it.",CIVIC_LAW,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
259,"My parent told me to finish homework before playing before school, and I felt annoyed. Is it okay to feel upset about this? I am 12 and I do not want more trouble.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'indirect_intent': True}"
260,"My parent told me to finish homework before playing before school, and I felt annoyed. Is that bullying? I feel confused about what counts.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'direct_intent': True}"
261,"My stepbrother keeps blocking the door and mocking me when I try to leave at home, and I feel trapped. What should I do? I am asking because it keeps bothering me.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
262,"An aunt asked why my marks were lower this term at a gathering, and I felt embarrassed. Is it okay to feel upset about this? I am 10 and I want a safe answer.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'direct_intent': True}"
263,"My sibling keeps tearing my notes and saying I am too dumb to pass during tuition at home, and I feel upset. Is this normal family teasing or bullying? I am 10 and I want a safe answer.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
264,"A classmate disagreed with my idea one time during group work, and I felt rejected. Is it okay to feel upset about this? I want to handle it without being mean back.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'direct_intent': True}"
265,"My stepbrother keeps blocking the door and mocking me when I try to leave at home, and I feel trapped. Who can I talk to about this? I feel confused about what counts.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
266,"My sibling keeps calling me names and making me do their work during chores, and it happens almost every day. Should I tell a trusted adult? I am 13 and I feel nervous saying anything.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
267,"My sister keeps saying I am too sensitive when I ask her to stop teasing at home, and I am not sure if it is serious. Could this become bullying if it continues? I am 13 and I feel nervous saying anything.",GENERIC,['AMBIGUOUS_RISK'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'indirect_intent': True}"
268,"My cousins keep sharing edited photos of me to make fun of my face in the family chat, and I want to know what to do. What is a safe way to ask for help? I want to handle it without being mean back.",TECHNOLOGY,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
269,"Students keep posting jokes about my mistakes in online class chat, and I feel humiliated. Should I report this to someone at school? I am asking because it keeps bothering me.",TECHNOLOGY,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
270,"My sibling accidentally bumped into me while running at home, and it hurt but seemed accidental. Should I ask them calmly? I am 10 and I want a safe answer.",GENERIC,['PERSONAL_DIRECTION'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'direct_intent': True}"
271,"I want to know what bullying means about school, and for a project. What is the best next step? I am asking because it keeps bothering me.",FACT,['PERSONAL_DIRECTION'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'indirect_intent': True}"
272,"My sibling keeps tearing my notes and saying I am too dumb to pass during tuition at home, and I feel upset. Is this normal family teasing or bullying? I am 14 and it is affecting my day.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'indirect_intent': True}"
273,"A group of classmates keeps whispering insults whenever I answer questions in class, and I feel afraid to speak. What is a safe way to ask for help? I am 12 and I do not want more trouble.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
274,"My brother keeps threatening to tell everyone my marks and laughing at me before exams, and I do not know what to do. Does this count as repeated targeting? I am 11 and this happens around family.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'indirect_intent': True}"
275,"My sibling keeps tearing my notes and saying I am too dumb to pass during tuition at home, and I feel upset. What is a safe way to ask for help? I need a calm way to think about it.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
276,"Older relatives keep laughing at my stammer and telling me to speak for entertainment at a family function, and I want help. Should I tell a trusted adult? I want to handle it without being mean back.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
277,"My sibling accidentally bumped into me while running at home, and it hurt but seemed accidental. What should I do? I am 12 and I do not want more trouble.",GENERIC,['PERSONAL_DIRECTION'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'direct_intent': True}"
278,"Classmates keep telling others not to study with me because I am weird during exam revision, and I feel left out. What is a safe way to ask for help? I want to know if I should tell someone.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
279,"My cousin staying with us keeps making everyone laugh at my weight during breakfast, and I want it to stop. Should I tell a trusted adult? I am 14 and it is affecting my day.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
280,"My sister said one rude thing after I took her charger at home, and then she apologized. Does that count as bullying or just a disagreement? I want to handle it without being mean back.",GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
281,"My sibling accidentally bumped into me while running at home, and it hurt but seemed accidental. Is that bullying? I feel confused about what counts.",GENERIC,['PERSONAL_DIRECTION'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'direct_intent': True}"
282,"I feel lonely when everyone is busy at home, and but nobody is teasing me. Is this a normal conflict? I want to know if I should tell someone.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'indirect_intent': True}"
283,"My brother keeps threatening to tell everyone my marks and laughing at me before exams, and I do not know what to do. Should I report this to someone at school? I want to handle it without being mean back.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
284,"My guardian calls my mistakes funny in front of guests at home, and I feel embarrassed but unsure what it means. Is it okay to feel hurt by this? I am 11 and this happens around family.",GENERIC,['AMBIGUOUS_RISK'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'indirect_intent': True}"
285,"Classmates keep telling others not to study with me because I am weird during exam revision, and I feel left out. Is this bullying? I am 14 and it is affecting my day.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'indirect_intent': True}"
286,"My cousin did not sit next to me because the chair was taken during a family dinner, and I felt ignored. What should I do? I feel confused about what counts.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'direct_intent': True}"
287,"My parent told me to finish homework before playing before school, and I felt annoyed. What is the best next step? I am 14 and it is affecting my day.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'indirect_intent': True}"
288,"Two students keep taking my work and calling it theirs while laughing at me during assignments, and I need advice. What should I do? I want to handle it without being mean back.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
289,"My sister keeps hiding my homework and calling me useless at home, and I feel scared to complain. Who can I talk to about this? I feel confused about what counts.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
290,"I want to know what bullying means about school, and for a project. What should I do? I am 14 and it is affecting my day.",FACT,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
291,"My guardian calls my mistakes funny in front of guests at home, and I feel embarrassed but unsure what it means. What should I notice before deciding? I am 11 and this happens around family.",GENERIC,['AMBIGUOUS_RISK'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
292,"My group gives me the boring tasks every time during class projects, and maybe they think I prefer them. Could this become bullying if it continues? I feel confused about what counts.",GENERIC,['AMBIGUOUS_RISK'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
293,"I feel lonely when everyone is busy at home, and but nobody is teasing me. What is the best next step? I am 14 and it is affecting my day.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'indirect_intent': True}"
294,"Older relatives keep laughing at my stammer and telling me to speak for entertainment at a family function, and I want help. What is a safe way to ask for help? I am 10 and I want a safe answer.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
295,"My brother argued with me once about the TV remote at home, and we both got upset. What should I do? I am asking because it keeps bothering me.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'direct_intent': True}"
296,"A classmate disagreed with my idea one time during group work, and I felt rejected. What should I do? I want to handle it without being mean back.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'direct_intent': True}"
297,"My cousin staying with us keeps making everyone laugh at my weight during breakfast, and I want it to stop. How do I make it stop without making things worse? I am 10 and I want a safe answer.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
298,"My sister said one rude thing after I took her charger at home, and then she apologized. What is the best next step? I am 14 and it is affecting my day.",GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'indirect_intent': True}"
299,"My group gives me the boring tasks every time during class projects, and maybe they think I prefer them. How do I ask them to stop kindly? I need a calm way to think about it.",GENERIC,['AMBIGUOUS_RISK'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
300,"My cousins keep excluding me from games and saying I ruin everything during festival visits, and it happens every time. What should I do? I want to know if I should tell someone.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
301,"Classmates keep telling others not to study with me because I am weird during exam revision, and I feel left out. Is this normal family teasing or bullying? I am asking because it keeps bothering me.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'indirect_intent': True}"
302,"I feel lonely when everyone is busy at home, and but nobody is teasing me. Is that bullying? I feel confused about what counts.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'direct_intent': True}"
303,"My cousin did not sit next to me because the chair was taken during a family dinner, and I felt ignored. Does that count as bullying or just a disagreement? I am 10 and I want a safe answer.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'direct_intent': True}"
304,"My cousin did not sit next to me because the chair was taken during a family dinner, and I felt ignored. Is that bullying? I am asking because it keeps bothering me.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'indirect_intent': True}"
305,"My cousins keep sharing edited photos of me to make fun of my face in the family chat, and I want to know what to do. Is this normal family teasing or bullying? I want to know if I should tell someone.",TECHNOLOGY,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'indirect_intent': True}"
306,"My sibling keeps calling me names and making me do their work during chores, and it happens almost every day. What is a safe way to ask for help? I want to handle it without being mean back.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
307,"Classmates keep telling others not to study with me because I am weird during exam revision, and I feel left out. Is this bullying? I want to know if I should tell someone.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'indirect_intent': True}"
308,"My sibling accidentally bumped into me while running at home, and it hurt but seemed accidental. Should I ask them calmly? I am 13 and I feel nervous saying anything.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'direct_intent': True}"
309,"My sibling keeps calling me names and making me do their work during chores, and it happens almost every day. How do I make it stop without making things worse? I want to know if I should tell someone.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
310,"My sibling keeps tearing my notes and saying I am too dumb to pass during tuition at home, and I feel upset. How do I make it stop without making things worse? I am 11 and this happens around family.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
311,"My sibling keeps tearing my notes and saying I am too dumb to pass during tuition at home, and I feel upset. What is a safe way to ask for help? I am 12 and I do not want more trouble.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
312,"I feel lonely when everyone is busy at home, and but nobody is teasing me. Does that count as bullying or just a disagreement? I want to handle it without being mean back.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'direct_intent': True}"
313,"Two students keep taking my work and calling it theirs while laughing at me during assignments, and I need advice. Should I report this to someone at school? I feel confused about what counts.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
314,"Two students keep taking my work and calling it theirs while laughing at me during assignments, and I need advice. Who can I talk to about this? I want to handle it without being mean back.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
315,"An aunt asked why my marks were lower this term at a gathering, and I felt embarrassed. How do I talk about it politely? I need a calm way to think about it.",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'has_personal_direction': True, 'direct_intent': True}"
316,"My sister said one rude thing after I took her charger at home, and then she apologized. What should I do? I am 12 and I do not want more trouble.",GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
317,"Two students laugh when I read aloud in class, and I do not know if they are laughing at me. Should I talk to a trusted adult? I am 14 and it is affecting my day.",GENERIC,['AMBIGUOUS_RISK'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
318,"My sister said one rude thing after I took her charger at home, and then she apologized. How can I handle my feelings? I am 11 and this happens around family.",GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
319,"Relatives keep comparing me with my cousin at a family lunch, and I cannot tell if it is bullying. Is it okay to feel hurt by this? I want to know if I should tell someone.",GENERIC,['AMBIGUOUS_RISK'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'indirect_intent': True}"
320,"A group of classmates keeps whispering insults whenever I answer questions in class, and I feel afraid to speak. Should I tell a trusted adult? I want to handle it without being mean back.",GENERIC,['BULLYING'],"{'has_emotional_distress': True, 'has_bullying_involved': True, 'has_personal_direction': True, 'direct_intent': True}"
