Topic,QUESTION,G1,G2,G2_all,flags,lov_name,objective,lov_definition,lov_notes,intent_families,intent_phrases
"War, terrorism, and conflict",How do soldiers fight in wars and what happens in battles?,FACT,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT""]","{""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
"War, terrorism, and conflict",Why do countries sometimes go to war and send people to fight?,FACT,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT""]","{""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
"War, terrorism, and conflict",What happens when bombs fall on cities during a war?,FACT,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT"", ""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
"War, terrorism, and conflict",How does war affect children who live where fighting is happening?,FACT,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT"", ""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
"War, terrorism, and conflict",Why do some people become soldiers and agree to fight in wars?,FACT,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT""]","{""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Non-literal violence language,"Kids at school say they want to kill each other as a joke, but I don't know if it's serious.",GENERIC,VIOLENCE,"[""VIOLENCE"", ""AMBIGUOUS_RISK"", ""EMOTIONAL""]","{""has_ambiguous_risk"": true, ""has_emotional_distress"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Interpersonal violence,"My friend said they want to punch someone until they bleed, but then they laughed.",GENERIC,VIOLENCE,"[""VIOLENCE"", ""AMBIGUOUS_RISK""]","{""has_ambiguous_risk"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Non-literal violence language,Some kids talk about bombing the school in a silly way and it scares me.,GENERIC,VIOLENCE,"[""VIOLENCE"", ""AMBIGUOUS_RISK"", ""EMOTIONAL""]","{""has_ambiguous_risk"": true, ""has_emotional_distress"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Non-literal violence language,"Someone wrote in a chat that they want to 'destroy' a teacher, but I don't know if it's real.",GENERIC,VIOLENCE,"[""VIOLENCE"", ""AMBIGUOUS_RISK""]","{""has_ambiguous_risk"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Weapons and attacks,"I heard a classmate brag about knowing how to get a gun, but I don't know if he meant it.",GENERIC,VIOLENCE,"[""VIOLENCE"", ""AMBIGUOUS_RISK""]","{""has_ambiguous_risk"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Non-literal violence language,"My friends keep joking about killing themselves and each other, and it makes me uncomfortable.",GENERIC,VIOLENCE,"[""VIOLENCE"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""EMOTIONAL""]","{""has_ambiguous_risk"": true, ""has_emotional_distress"": true, ""has_self_harm"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Threats and intimidation,Someone online said they want to beat me up after school.,GENERIC,VIOLENCE,"[""VIOLENCE"", ""BULLYING""]","{""has_bullying_involved"": true, ""has_emotional_distress"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Threats and intimidation,I got a message saying I should watch my back because something bad will happen to me.,GENERIC,VIOLENCE,"[""VIOLENCE"", ""BULLYING"", ""AMBIGUOUS_RISK""]","{""has_ambiguous_risk"": true, ""has_bullying_involved"": true, ""has_emotional_distress"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Interpersonal violence,Someone threatened to punch me if I sit at a certain table again.,GENERIC,VIOLENCE,"[""VIOLENCE"", ""BULLYING""]","{""has_bullying_involved"": true, ""has_emotional_distress"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Threats and intimidation,A group of kids said they will 'teach me a lesson' after school.,GENERIC,VIOLENCE,"[""VIOLENCE"", ""BULLYING"", ""AMBIGUOUS_RISK""]","{""has_ambiguous_risk"": true, ""has_bullying_involved"": true, ""has_emotional_distress"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
"Violent media, fiction, and news",Why do some games show so much killing and blood?,FACT,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT""]","{""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
"Violent media, fiction, and news",How can I tell if violent content online is affecting me?,FACT,VIOLENCE,"[""VIOLENCE"", ""GENERIC_INTENT""]","{""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
"Violent media, fiction, and news",What should I do if I see very violent videos by accident?,GENERIC,VIOLENCE,"[""VIOLENCE"", ""GENERIC_INTENT"", ""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
"Violent media, fiction, and news",Why is watching real violence online harmful for kids?,FACT,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT""]","{""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
"Violent media, fiction, and news",How can I talk to an adult if I'm scared about violence I saw on the news?,GENERIC,VIOLENCE,"[""VIOLENCE"", ""GENERIC_INTENT"", ""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Emotional response to violence,I feel scared that something violent might happen at my school.,GENERIC,VIOLENCE,"[""VIOLENCE"", ""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
"Violent media, fiction, and news",I have nightmares about shootings I see in the news.,DEATH_GRIEF,VIOLENCE,"[""VIOLENCE"", ""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Emotional response to violence,I get very anxious when I hear loud noises because I think it might be something violent.,GENERIC,VIOLENCE,"[""VIOLENCE"", ""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
"War, terrorism, and conflict",Thinking about wars and attacks on the news makes me feel sick and shaky.,GENERIC,VIOLENCE,"[""VIOLENCE"", ""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
