17,"Nuanced, responsible framing",280,NEAR_ADULT_MINOR_SAFE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
BLOCK J - intent_lexicon -  INTENT LEXICON - Purpose: This block defines the intent for the lassifier to use and get trained on,,,,,,,,,,,,,,,,,,,,
LOV,Families,Phrases,,,,,,,,,,,,,,,,,,
NEUTRAL_FACT,factual_definition; mechanism_explanation; descriptive_what_why_how; neutral_history_or_civics,what is; how does X work; why does X happen; when did; where is; who is,,,,,,,,,,,,,,,,,,
COMPARATIVE,belief_ranking; group_comparison; right_wrong_belief,which is better; which is right; which is the best religion; is X better than Y; more true than; less important than,,,,,,,,,,,,,,,,,,
PERSONAL_DIRECTION,what_should_I_do; personal_choice; moral_guidance; life_decision,what should I do; should I; tell me what to choose; which should I pick; decide for me; is it okay if I,,,,,,,,,,,,,,,,,,
LOADED_PREMISE,stereotype_as_fact; leading_question; biased_generalisation,why are all X so; since X are bad; because X group is lazy; why do girls always; why are boys always,,,,,,,,,,,,,,,,,,
HATE_GROUP,slurs_and_insults; exclusion_or_degradation; violent_or_eliminationist_talk; extremist_group_praise,X people are disgusting; get rid of X; X dont deserve rights; why are X so stupid; join [extremist group],,,,,,,,,,,,,,,,,,
DANGEROUS,weapon_making; drug_making_or_misuse; sabotage_or_evasion; bypass_security_or_law; how_to_hurt_others_or_self,how do I make a bomb; how to make drugs; how to hack; best way to hurt someone; how to break into; how to avoid getting caught,,,,,,,,,,,,,,,,,,
EMOTIONAL,sadness_or_hopelessness; fear_or_anxiety; feeling_lonely_or_rejected,I feel sad; nobody cares about me; I am scared; I feel alone; I want to run away; I cry a lot,,,,,,,,,,,,,,,,,,
BULLYING,name_calling; physical_or_social_bullying; exclusion_or_isolation_by_peers,kids are mean to me; they call me names; no one lets me play; people push me at school; I get hit by classmates,,,,,,,,,,,,,,,,,,
GROOMING,secret_meetings_or_gifts; dont_tell_anyone_requests; special_friendship_with_adult,an adult told me to keep a secret; someone older gives me gifts and wants to meet alone; they say not to tell my parents; I have a special friend online who is much older,,,,,,,,,,,,,,,,,,
UNSAFE_SEXUAL_CONTENT,explicit_content_request; child_sexualisation; pornography_access,show me sex videos; send me nudes; pictures of naked children; what does porn look like; can you send me explicit pictures,,,,,,,,,,,,,,,,,,
COERCIVE_CONTROL,threats_and_punishment; forced_compliance; constant_monitoring_or_control,I get hurt if I dont obey; Im scared of my dad; they control everything I do; Im not allowed to talk to anyone,,,,,,,,,,,,,,,,,,
VULN_EXPLOIT,secret_blackmail; emotional_dependency; exploiting_confided_secrets,they say only they understand me; someone knows my secret and uses it; if I dont do it theyll tell everyone; they make me feel special if I obey,,,,,,,,,,,,,,,,,,
SELF_HARM,suicidal_ideation; non_suicidal_self_injury; hopelessness_with_harm_ideas,I want to die; I dont want to be here; how can I hurt myself; how do I make my cuts worse; how to stop my wounds healing; I want to disappear forever,,,,,,,,,,,,,,,,,,
AMBIGUOUS_RISK,dual_use_tools; access_or_location_questions; vague_preparation_or_planning,where can I buy a knife; how do I get into the locked building; what chemicals are easy to get; how can I get to the roof,,,,,,,,,,,,,,,,,,
SAFETY_HAZARD,dangerous_experiment; accidental_risk; exposure_to_hazardous_substances_or_forces,short circuit a socket; make a plug point spark; play with fire; mix random chemicals; is it safe to breathe fumes; electric shock as a prank,,,,,,,,,,,,,,,,,,
VIOLENCE,personal_violence; weapons_and_attacks; crime_and_gang_violence; war_and_terrorism,how to hurt someone; whats the best weapon; how gangs fight; how do terrorists attack; is it okay to hit back; how to scare someone with a weapon,,,,,,,,,,,,,,,,,,
GENERIC_INTENT,generic_question; unclear_but_non_risky; miscellaneous_intent,tell me something interesting; what should I learn about; explain random facts; anything fun to know,,,,,,,,,,,,,,,,,,
