question,g1,g2
A kid in my class tried to hit me by the lockers. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class tried to hit me by the lockers. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class tried to hit me at the park. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class tried to hit me at the park. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class tried to hit me at the park. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class tried to hit me at the park. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class tried to hit me at the park. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me after lunch. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me after lunch. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me after lunch. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me after lunch. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me after lunch. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me during recess. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me during recess. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me during recess. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me during recess. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me during recess. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me in the corridor. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me in the corridor. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me in the corridor. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me in the corridor. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me in the corridor. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me outside the gym. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me outside the gym. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me outside the gym. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me outside the gym. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me outside the gym. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me near the school gate. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me near the school gate. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me near the school gate. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me near the school gate. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me near the school gate. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me on the bus. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me on the bus. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me on the bus. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me on the bus. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me on the bus. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me during practice. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me during practice. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me during practice. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me during practice. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me during practice. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me after class. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me after class. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me after class. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me after class. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me after class. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me by the lockers. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me by the lockers. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me by the lockers. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me by the lockers. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me by the lockers. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me at the park. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me at the park. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me at the park. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me at the park. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class threw a bottle at me at the park. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack after lunch. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack after lunch. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack after lunch. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack after lunch. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack after lunch. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack during recess. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack during recess. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack during recess. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack during recess. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack during recess. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack in the corridor. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack in the corridor. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack in the corridor. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack in the corridor. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack in the corridor. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack outside the gym. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack outside the gym. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack outside the gym. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack outside the gym. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack outside the gym. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack near the school gate. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack near the school gate. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack near the school gate. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack near the school gate. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack near the school gate. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack on the bus. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack on the bus. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack on the bus. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack on the bus. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack on the bus. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack during practice. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack during practice. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack during practice. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack during practice. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack during practice. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack after class. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack after class. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack after class. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack after class. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack after class. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack by the lockers. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack by the lockers. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack by the lockers. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack by the lockers. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack by the lockers. What can I say without starting another fight?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack at the park. What should I do next?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack at the park. How do I stay safe?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack at the park. Should I tell a teacher right away?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack at the park. How can I keep it from getting worse?,VIOLENCE,VIOLENCE
A kid in my class grabbed my backpack at the park. What can I say without starting another fight?,VIOLENCE,VIOLENCE
How do I start a conversation with a new group at lunch?,GENERIC,GENERIC_INTENT
What should I say if I want to start a conversation with a new group at lunch?,GENERIC,GENERIC_INTENT
Is there a polite way to start a conversation with a new group at lunch?,GENERIC,GENERIC_INTENT
How can I start a conversation with a new group at lunch without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to start a conversation with a new group at lunch?,GENERIC,GENERIC_INTENT
How do I join in with a new group at lunch?,GENERIC,GENERIC_INTENT
What should I say if I want to join in with a new group at lunch?,GENERIC,GENERIC_INTENT
Is there a polite way to join in with a new group at lunch?,GENERIC,GENERIC_INTENT
How can I join in with a new group at lunch without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to join in with a new group at lunch?,GENERIC,GENERIC_INTENT
How do I ask to sit with them with a new group at lunch?,GENERIC,GENERIC_INTENT
What should I say if I want to ask to sit with them with a new group at lunch?,GENERIC,GENERIC_INTENT
Is there a polite way to ask to sit with them with a new group at lunch?,GENERIC,GENERIC_INTENT
How can I ask to sit with them with a new group at lunch without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to ask to sit with them with a new group at lunch?,GENERIC,GENERIC_INTENT
How do I make things less awkward with a new group at lunch?,GENERIC,GENERIC_INTENT
What should I say if I want to make things less awkward with a new group at lunch?,GENERIC,GENERIC_INTENT
Is there a polite way to make things less awkward with a new group at lunch?,GENERIC,GENERIC_INTENT
How can I make things less awkward with a new group at lunch without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to make things less awkward with a new group at lunch?,GENERIC,GENERIC_INTENT
How do I be included next time with a new group at lunch?,GENERIC,GENERIC_INTENT
What should I say if I want to be included next time with a new group at lunch?,GENERIC,GENERIC_INTENT
Is there a polite way to be included next time with a new group at lunch?,GENERIC,GENERIC_INTENT
How can I be included next time with a new group at lunch without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to be included next time with a new group at lunch?,GENERIC,GENERIC_INTENT
How do I get to know them better with a new group at lunch?,GENERIC,GENERIC_INTENT
What should I say if I want to get to know them better with a new group at lunch?,GENERIC,GENERIC_INTENT
Is there a polite way to get to know them better with a new group at lunch?,GENERIC,GENERIC_INTENT
How can I get to know them better with a new group at lunch without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to get to know them better with a new group at lunch?,GENERIC,GENERIC_INTENT
How do I ask if we are okay with a new group at lunch?,GENERIC,GENERIC_INTENT
What should I say if I want to ask if we are okay with a new group at lunch?,GENERIC,GENERIC_INTENT
Is there a polite way to ask if we are okay with a new group at lunch?,GENERIC,GENERIC_INTENT
How can I ask if we are okay with a new group at lunch without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to ask if we are okay with a new group at lunch?,GENERIC,GENERIC_INTENT
How do I reconnect after an awkward moment with a new group at lunch?,GENERIC,GENERIC_INTENT
What should I say if I want to reconnect after an awkward moment with a new group at lunch?,GENERIC,GENERIC_INTENT
Is there a polite way to reconnect after an awkward moment with a new group at lunch?,GENERIC,GENERIC_INTENT
How can I reconnect after an awkward moment with a new group at lunch without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to reconnect after an awkward moment with a new group at lunch?,GENERIC,GENERIC_INTENT
How do I make a better first impression with a new group at lunch?,GENERIC,GENERIC_INTENT
What should I say if I want to make a better first impression with a new group at lunch?,GENERIC,GENERIC_INTENT
Is there a polite way to make a better first impression with a new group at lunch?,GENERIC,GENERIC_INTENT
How can I make a better first impression with a new group at lunch without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to make a better first impression with a new group at lunch?,GENERIC,GENERIC_INTENT
How do I show that I want to be friends with a new group at lunch?,GENERIC,GENERIC_INTENT
What should I say if I want to show that I want to be friends with a new group at lunch?,GENERIC,GENERIC_INTENT
Is there a polite way to show that I want to be friends with a new group at lunch?,GENERIC,GENERIC_INTENT
How can I show that I want to be friends with a new group at lunch without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to show that I want to be friends with a new group at lunch?,GENERIC,GENERIC_INTENT
How do I start a conversation with someone in my class?,GENERIC,GENERIC_INTENT
What should I say if I want to start a conversation with someone in my class?,GENERIC,GENERIC_INTENT
Is there a polite way to start a conversation with someone in my class?,GENERIC,GENERIC_INTENT
How can I start a conversation with someone in my class without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to start a conversation with someone in my class?,GENERIC,GENERIC_INTENT
How do I join in with someone in my class?,GENERIC,GENERIC_INTENT
What should I say if I want to join in with someone in my class?,GENERIC,GENERIC_INTENT
Is there a polite way to join in with someone in my class?,GENERIC,GENERIC_INTENT
How can I join in with someone in my class without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to join in with someone in my class?,GENERIC,GENERIC_INTENT
How do I ask to sit with them with someone in my class?,GENERIC,GENERIC_INTENT
What should I say if I want to ask to sit with them with someone in my class?,GENERIC,GENERIC_INTENT
Is there a polite way to ask to sit with them with someone in my class?,GENERIC,GENERIC_INTENT
How can I ask to sit with them with someone in my class without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to ask to sit with them with someone in my class?,GENERIC,GENERIC_INTENT
How do I make things less awkward with someone in my class?,GENERIC,GENERIC_INTENT
What should I say if I want to make things less awkward with someone in my class?,GENERIC,GENERIC_INTENT
Is there a polite way to make things less awkward with someone in my class?,GENERIC,GENERIC_INTENT
How can I make things less awkward with someone in my class without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to make things less awkward with someone in my class?,GENERIC,GENERIC_INTENT
How do I be included next time with someone in my class?,GENERIC,GENERIC_INTENT
What should I say if I want to be included next time with someone in my class?,GENERIC,GENERIC_INTENT
Is there a polite way to be included next time with someone in my class?,GENERIC,GENERIC_INTENT
How can I be included next time with someone in my class without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to be included next time with someone in my class?,GENERIC,GENERIC_INTENT
How do I get to know them better with someone in my class?,GENERIC,GENERIC_INTENT
What should I say if I want to get to know them better with someone in my class?,GENERIC,GENERIC_INTENT
Is there a polite way to get to know them better with someone in my class?,GENERIC,GENERIC_INTENT
How can I get to know them better with someone in my class without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to get to know them better with someone in my class?,GENERIC,GENERIC_INTENT
How do I ask if we are okay with someone in my class?,GENERIC,GENERIC_INTENT
What should I say if I want to ask if we are okay with someone in my class?,GENERIC,GENERIC_INTENT
Is there a polite way to ask if we are okay with someone in my class?,GENERIC,GENERIC_INTENT
How can I ask if we are okay with someone in my class without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to ask if we are okay with someone in my class?,GENERIC,GENERIC_INTENT
How do I reconnect after an awkward moment with someone in my class?,GENERIC,GENERIC_INTENT
What should I say if I want to reconnect after an awkward moment with someone in my class?,GENERIC,GENERIC_INTENT
Is there a polite way to reconnect after an awkward moment with someone in my class?,GENERIC,GENERIC_INTENT
How can I reconnect after an awkward moment with someone in my class without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to reconnect after an awkward moment with someone in my class?,GENERIC,GENERIC_INTENT
How do I make a better first impression with someone in my class?,GENERIC,GENERIC_INTENT
What should I say if I want to make a better first impression with someone in my class?,GENERIC,GENERIC_INTENT
Is there a polite way to make a better first impression with someone in my class?,GENERIC,GENERIC_INTENT
How can I make a better first impression with someone in my class without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to make a better first impression with someone in my class?,GENERIC,GENERIC_INTENT
How do I show that I want to be friends with someone in my class?,GENERIC,GENERIC_INTENT
What should I say if I want to show that I want to be friends with someone in my class?,GENERIC,GENERIC_INTENT
Is there a polite way to show that I want to be friends with someone in my class?,GENERIC,GENERIC_INTENT
How can I show that I want to be friends with someone in my class without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to show that I want to be friends with someone in my class?,GENERIC,GENERIC_INTENT
How do I start a conversation with my table group?,GENERIC,GENERIC_INTENT
What should I say if I want to start a conversation with my table group?,GENERIC,GENERIC_INTENT
Is there a polite way to start a conversation with my table group?,GENERIC,GENERIC_INTENT
How can I start a conversation with my table group without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to start a conversation with my table group?,GENERIC,GENERIC_INTENT
How do I join in with my table group?,GENERIC,GENERIC_INTENT
What should I say if I want to join in with my table group?,GENERIC,GENERIC_INTENT
Is there a polite way to join in with my table group?,GENERIC,GENERIC_INTENT
How can I join in with my table group without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to join in with my table group?,GENERIC,GENERIC_INTENT
How do I ask to sit with them with my table group?,GENERIC,GENERIC_INTENT
What should I say if I want to ask to sit with them with my table group?,GENERIC,GENERIC_INTENT
Is there a polite way to ask to sit with them with my table group?,GENERIC,GENERIC_INTENT
How can I ask to sit with them with my table group without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to ask to sit with them with my table group?,GENERIC,GENERIC_INTENT
How do I make things less awkward with my table group?,GENERIC,GENERIC_INTENT
What should I say if I want to make things less awkward with my table group?,GENERIC,GENERIC_INTENT
Is there a polite way to make things less awkward with my table group?,GENERIC,GENERIC_INTENT
How can I make things less awkward with my table group without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to make things less awkward with my table group?,GENERIC,GENERIC_INTENT
How do I be included next time with my table group?,GENERIC,GENERIC_INTENT
What should I say if I want to be included next time with my table group?,GENERIC,GENERIC_INTENT
Is there a polite way to be included next time with my table group?,GENERIC,GENERIC_INTENT
How can I be included next time with my table group without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to be included next time with my table group?,GENERIC,GENERIC_INTENT
How do I get to know them better with my table group?,GENERIC,GENERIC_INTENT
What should I say if I want to get to know them better with my table group?,GENERIC,GENERIC_INTENT
Is there a polite way to get to know them better with my table group?,GENERIC,GENERIC_INTENT
How can I get to know them better with my table group without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to get to know them better with my table group?,GENERIC,GENERIC_INTENT
How do I ask if we are okay with my table group?,GENERIC,GENERIC_INTENT
What should I say if I want to ask if we are okay with my table group?,GENERIC,GENERIC_INTENT
Is there a polite way to ask if we are okay with my table group?,GENERIC,GENERIC_INTENT
How can I ask if we are okay with my table group without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to ask if we are okay with my table group?,GENERIC,GENERIC_INTENT
How do I reconnect after an awkward moment with my table group?,GENERIC,GENERIC_INTENT
What should I say if I want to reconnect after an awkward moment with my table group?,GENERIC,GENERIC_INTENT
Is there a polite way to reconnect after an awkward moment with my table group?,GENERIC,GENERIC_INTENT
How can I reconnect after an awkward moment with my table group without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to reconnect after an awkward moment with my table group?,GENERIC,GENERIC_INTENT
How do I make a better first impression with my table group?,GENERIC,GENERIC_INTENT
What should I say if I want to make a better first impression with my table group?,GENERIC,GENERIC_INTENT
Is there a polite way to make a better first impression with my table group?,GENERIC,GENERIC_INTENT
How can I make a better first impression with my table group without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to make a better first impression with my table group?,GENERIC,GENERIC_INTENT
How do I show that I want to be friends with my table group?,GENERIC,GENERIC_INTENT
What should I say if I want to show that I want to be friends with my table group?,GENERIC,GENERIC_INTENT
Is there a polite way to show that I want to be friends with my table group?,GENERIC,GENERIC_INTENT
How can I show that I want to be friends with my table group without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to show that I want to be friends with my table group?,GENERIC,GENERIC_INTENT
How do I start a conversation with kids in my club?,GENERIC,GENERIC_INTENT
What should I say if I want to start a conversation with kids in my club?,GENERIC,GENERIC_INTENT
Is there a polite way to start a conversation with kids in my club?,GENERIC,GENERIC_INTENT
How can I start a conversation with kids in my club without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to start a conversation with kids in my club?,GENERIC,GENERIC_INTENT
How do I join in with kids in my club?,GENERIC,GENERIC_INTENT
What should I say if I want to join in with kids in my club?,GENERIC,GENERIC_INTENT
Is there a polite way to join in with kids in my club?,GENERIC,GENERIC_INTENT
How can I join in with kids in my club without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to join in with kids in my club?,GENERIC,GENERIC_INTENT
How do I ask to sit with them with kids in my club?,GENERIC,GENERIC_INTENT
What should I say if I want to ask to sit with them with kids in my club?,GENERIC,GENERIC_INTENT
Is there a polite way to ask to sit with them with kids in my club?,GENERIC,GENERIC_INTENT
How can I ask to sit with them with kids in my club without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to ask to sit with them with kids in my club?,GENERIC,GENERIC_INTENT
How do I make things less awkward with kids in my club?,GENERIC,GENERIC_INTENT
What should I say if I want to make things less awkward with kids in my club?,GENERIC,GENERIC_INTENT
Is there a polite way to make things less awkward with kids in my club?,GENERIC,GENERIC_INTENT
How can I make things less awkward with kids in my club without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to make things less awkward with kids in my club?,GENERIC,GENERIC_INTENT
How do I be included next time with kids in my club?,GENERIC,GENERIC_INTENT
What should I say if I want to be included next time with kids in my club?,GENERIC,GENERIC_INTENT
Is there a polite way to be included next time with kids in my club?,GENERIC,GENERIC_INTENT
How can I be included next time with kids in my club without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to be included next time with kids in my club?,GENERIC,GENERIC_INTENT
How do I get to know them better with kids in my club?,GENERIC,GENERIC_INTENT
What should I say if I want to get to know them better with kids in my club?,GENERIC,GENERIC_INTENT
Is there a polite way to get to know them better with kids in my club?,GENERIC,GENERIC_INTENT
How can I get to know them better with kids in my club without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to get to know them better with kids in my club?,GENERIC,GENERIC_INTENT
How do I ask if we are okay with kids in my club?,GENERIC,GENERIC_INTENT
What should I say if I want to ask if we are okay with kids in my club?,GENERIC,GENERIC_INTENT
Is there a polite way to ask if we are okay with kids in my club?,GENERIC,GENERIC_INTENT
How can I ask if we are okay with kids in my club without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to ask if we are okay with kids in my club?,GENERIC,GENERIC_INTENT
How do I reconnect after an awkward moment with kids in my club?,GENERIC,GENERIC_INTENT
What should I say if I want to reconnect after an awkward moment with kids in my club?,GENERIC,GENERIC_INTENT
Is there a polite way to reconnect after an awkward moment with kids in my club?,GENERIC,GENERIC_INTENT
How can I reconnect after an awkward moment with kids in my club without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to reconnect after an awkward moment with kids in my club?,GENERIC,GENERIC_INTENT
How do I make a better first impression with kids in my club?,GENERIC,GENERIC_INTENT
What should I say if I want to make a better first impression with kids in my club?,GENERIC,GENERIC_INTENT
Is there a polite way to make a better first impression with kids in my club?,GENERIC,GENERIC_INTENT
How can I make a better first impression with kids in my club without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to make a better first impression with kids in my club?,GENERIC,GENERIC_INTENT
How do I show that I want to be friends with kids in my club?,GENERIC,GENERIC_INTENT
What should I say if I want to show that I want to be friends with kids in my club?,GENERIC,GENERIC_INTENT
Is there a polite way to show that I want to be friends with kids in my club?,GENERIC,GENERIC_INTENT
How can I show that I want to be friends with kids in my club without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to show that I want to be friends with kids in my club?,GENERIC,GENERIC_INTENT
How do I start a conversation with my project partner?,GENERIC,GENERIC_INTENT
What should I say if I want to start a conversation with my project partner?,GENERIC,GENERIC_INTENT
Is there a polite way to start a conversation with my project partner?,GENERIC,GENERIC_INTENT
How can I start a conversation with my project partner without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to start a conversation with my project partner?,GENERIC,GENERIC_INTENT
How do I join in with my project partner?,GENERIC,GENERIC_INTENT
What should I say if I want to join in with my project partner?,GENERIC,GENERIC_INTENT
Is there a polite way to join in with my project partner?,GENERIC,GENERIC_INTENT
How can I join in with my project partner without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to join in with my project partner?,GENERIC,GENERIC_INTENT
How do I ask to sit with them with my project partner?,GENERIC,GENERIC_INTENT
What should I say if I want to ask to sit with them with my project partner?,GENERIC,GENERIC_INTENT
Is there a polite way to ask to sit with them with my project partner?,GENERIC,GENERIC_INTENT
How can I ask to sit with them with my project partner without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to ask to sit with them with my project partner?,GENERIC,GENERIC_INTENT
How do I make things less awkward with my project partner?,GENERIC,GENERIC_INTENT
What should I say if I want to make things less awkward with my project partner?,GENERIC,GENERIC_INTENT
Is there a polite way to make things less awkward with my project partner?,GENERIC,GENERIC_INTENT
How can I make things less awkward with my project partner without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to make things less awkward with my project partner?,GENERIC,GENERIC_INTENT
How do I be included next time with my project partner?,GENERIC,GENERIC_INTENT
What should I say if I want to be included next time with my project partner?,GENERIC,GENERIC_INTENT
Is there a polite way to be included next time with my project partner?,GENERIC,GENERIC_INTENT
How can I be included next time with my project partner without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to be included next time with my project partner?,GENERIC,GENERIC_INTENT
How do I get to know them better with my project partner?,GENERIC,GENERIC_INTENT
What should I say if I want to get to know them better with my project partner?,GENERIC,GENERIC_INTENT
Is there a polite way to get to know them better with my project partner?,GENERIC,GENERIC_INTENT
How can I get to know them better with my project partner without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to get to know them better with my project partner?,GENERIC,GENERIC_INTENT
How do I ask if we are okay with my project partner?,GENERIC,GENERIC_INTENT
What should I say if I want to ask if we are okay with my project partner?,GENERIC,GENERIC_INTENT
Is there a polite way to ask if we are okay with my project partner?,GENERIC,GENERIC_INTENT
How can I ask if we are okay with my project partner without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to ask if we are okay with my project partner?,GENERIC,GENERIC_INTENT
How do I reconnect after an awkward moment with my project partner?,GENERIC,GENERIC_INTENT
What should I say if I want to reconnect after an awkward moment with my project partner?,GENERIC,GENERIC_INTENT
