topic,QUESTION,G1,G2,flags,negative_for_g2,hard_negative_for_g2,style,source,split
Emotional distress: scared after watching the news,"like, I feel scared after watching the news; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: scared after watching the news,"bro, I feel scared after watching the news; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: scared after watching the news,"bestie, I feel scared after watching the news; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: overwhelmed by too many chats,"ngl, I feel overwhelmed by too many chats; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: overwhelmed by too many chats,I lowkey feel overwhelmed by too many chats and don't know how to calm down.,GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: overwhelmed by too many chats,"lowkey, I feel overwhelmed by too many chats; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: overwhelmed by too many chats,"tbh, I feel overwhelmed by too many chats; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: overwhelmed by too many chats,"fr, I feel overwhelmed by too many chats; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,dev
Emotional distress: overwhelmed by too many chats,"idk, I feel overwhelmed by too many chats; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,test
Emotional distress: overwhelmed by too many chats,"kinda, I feel overwhelmed by too many chats; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: overwhelmed by too many chats,"honestly, I feel overwhelmed by too many chats; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: overwhelmed by too many chats,"like, I feel overwhelmed by too many chats; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: overwhelmed by too many chats,"bro, I feel overwhelmed by too many chats; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: overwhelmed by too many chats,"bestie, I feel overwhelmed by too many chats; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: jealous when friends hang out without me,"ngl, I feel jealous when friends hang out without me; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: jealous when friends hang out without me,I lowkey feel jealous when friends hang out without me and don't know how to calm down.,GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: jealous when friends hang out without me,"lowkey, I feel jealous when friends hang out without me; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: jealous when friends hang out without me,"tbh, I feel jealous when friends hang out without me; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,dev
Emotional distress: jealous when friends hang out without me,"fr, I feel jealous when friends hang out without me; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,test
Emotional distress: jealous when friends hang out without me,"idk, I feel jealous when friends hang out without me; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: jealous when friends hang out without me,"kinda, I feel jealous when friends hang out without me; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: jealous when friends hang out without me,"honestly, I feel jealous when friends hang out without me; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: jealous when friends hang out without me,"like, I feel jealous when friends hang out without me; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: jealous when friends hang out without me,"bro, I feel jealous when friends hang out without me; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: jealous when friends hang out without me,"bestie, I feel jealous when friends hang out without me; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: guilty after lying,"ngl, I feel guilty after lying; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: guilty after lying,I lowkey feel guilty after lying and don't know how to calm down.,GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: guilty after lying,"lowkey, I feel guilty after lying; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,dev
Emotional distress: guilty after lying,"tbh, I feel guilty after lying; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,test
Emotional distress: guilty after lying,"fr, I feel guilty after lying; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: guilty after lying,"idk, I feel guilty after lying; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: guilty after lying,"kinda, I feel guilty after lying; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: guilty after lying,"honestly, I feel guilty after lying; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: guilty after lying,"like, I feel guilty after lying; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: guilty after lying,"bro, I feel guilty after lying; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: guilty after lying,"bestie, I feel guilty after lying; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: tired of everyone comparing me,"ngl, I feel tired of everyone comparing me; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: tired of everyone comparing me,I lowkey feel tired of everyone comparing me and don't know how to calm down.,GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,dev
Emotional distress: tired of everyone comparing me,"lowkey, I feel tired of everyone comparing me; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,test
Emotional distress: tired of everyone comparing me,"tbh, I feel tired of everyone comparing me; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
Emotional distress: tired of everyone comparing me,"fr, I feel tired of everyone comparing me; how do I handle this feeling?",GENERIC,EMOTIONAL,"{""has_emotional_distress"": true}","[""NEUTRAL_FACT"", ""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""BULLYING"", ""AMBIGUOUS_RISK"", ""SELF_HARM""]",GenZ-child,synthetic_genz_flag_rules_v2,train
