term,usage_examples,category,text,g1,g2
total vagina...,"The moderation review flagged ""total vagina..."" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what total vagina... means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total vagina...,"The moderation review flagged ""total vagina..."" as sexual or explicit language in context.",sexual,A user kept posting total vagina... jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total vagina...,"The moderation review flagged ""total vagina..."" as sexual or explicit language in context.",sexual,An older teen wrote total vagina... in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total vagina...,"The moderation review flagged ""total vagina..."" as sexual or explicit language in context.",sexual,The account sent a DM using the word total vagina... and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total vagina...,"The moderation review flagged ""total vagina..."" as sexual or explicit language in context.",sexual,People in the thread were repeating total vagina... to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that whore!!,"The moderation review flagged ""that whore!!"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what that whore!! means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that whore!!,"The moderation review flagged ""that whore!!"" as sexual or explicit language in context.",sexual,A user kept posting that whore!! jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that whore!!,"The moderation review flagged ""that whore!!"" as sexual or explicit language in context.",sexual,An older teen wrote that whore!! in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that whore!!,"The moderation review flagged ""that whore!!"" as sexual or explicit language in context.",sexual,The account sent a DM using the word that whore!! and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that whore!!,"The moderation review flagged ""that whore!!"" as sexual or explicit language in context.",sexual,People in the thread were repeating that whore!! to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that bdsm!!,"The moderation review flagged ""that bdsm!!"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what that bdsm!! means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that bdsm!!,"The moderation review flagged ""that bdsm!!"" as sexual or explicit language in context.",sexual,A user kept posting that bdsm!! jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that bdsm!!,"The moderation review flagged ""that bdsm!!"" as sexual or explicit language in context.",sexual,An older teen wrote that bdsm!! in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that bdsm!!,"The moderation review flagged ""that bdsm!!"" as sexual or explicit language in context.",sexual,The account sent a DM using the word that bdsm!! and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that bdsm!!,"The moderation review flagged ""that bdsm!!"" as sexual or explicit language in context.",sexual,People in the thread were repeating that bdsm!! to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total fetish!!,"The moderation review flagged ""total fetish!!"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what total fetish!! means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total fetish!!,"The moderation review flagged ""total fetish!!"" as sexual or explicit language in context.",sexual,A user kept posting total fetish!! jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total fetish!!,"The moderation review flagged ""total fetish!!"" as sexual or explicit language in context.",sexual,An older teen wrote total fetish!! in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total fetish!!,"The moderation review flagged ""total fetish!!"" as sexual or explicit language in context.",sexual,The account sent a DM using the word total fetish!! and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total fetish!!,"The moderation review flagged ""total fetish!!"" as sexual or explicit language in context.",sexual,People in the thread were repeating total fetish!! to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute anal...,"The moderation review flagged ""absolute anal..."" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what absolute anal... means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute anal...,"The moderation review flagged ""absolute anal..."" as sexual or explicit language in context.",sexual,A user kept posting absolute anal... jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute anal...,"The moderation review flagged ""absolute anal..."" as sexual or explicit language in context.",sexual,An older teen wrote absolute anal... in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute anal...,"The moderation review flagged ""absolute anal..."" as sexual or explicit language in context.",sexual,The account sent a DM using the word absolute anal... and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute anal...,"The moderation review flagged ""absolute anal..."" as sexual or explicit language in context.",sexual,People in the thread were repeating absolute anal... to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
jerk-off,"The moderation review flagged ""jerk-off"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what jerk-off means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
jerk-off,"The moderation review flagged ""jerk-off"" as sexual or explicit language in context.",sexual,A user kept posting jerk-off jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
jerk-off,"The moderation review flagged ""jerk-off"" as sexual or explicit language in context.",sexual,An older teen wrote jerk-off in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
jerk-off,"The moderation review flagged ""jerk-off"" as sexual or explicit language in context.",sexual,The account sent a DM using the word jerk-off and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
jerk-off,"The moderation review flagged ""jerk-off"" as sexual or explicit language in context.",sexual,People in the thread were repeating jerk-off to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the masturbate!!,"The moderation review flagged ""the masturbate!!"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what the masturbate!! means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the masturbate!!,"The moderation review flagged ""the masturbate!!"" as sexual or explicit language in context.",sexual,A user kept posting the masturbate!! jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the masturbate!!,"The moderation review flagged ""the masturbate!!"" as sexual or explicit language in context.",sexual,An older teen wrote the masturbate!! in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the masturbate!!,"The moderation review flagged ""the masturbate!!"" as sexual or explicit language in context.",sexual,The account sent a DM using the word the masturbate!! and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the masturbate!!,"The moderation review flagged ""the masturbate!!"" as sexual or explicit language in context.",sexual,People in the thread were repeating the masturbate!! to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
naughty pic!,"The moderation review flagged ""naughty pic!"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what naughty pic! means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
naughty pic!,"The moderation review flagged ""naughty pic!"" as sexual or explicit language in context.",sexual,A user kept posting naughty pic! jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
naughty pic!,"The moderation review flagged ""naughty pic!"" as sexual or explicit language in context.",sexual,An older teen wrote naughty pic! in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
naughty pic!,"The moderation review flagged ""naughty pic!"" as sexual or explicit language in context.",sexual,The account sent a DM using the word naughty pic! and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
naughty pic!,"The moderation review flagged ""naughty pic!"" as sexual or explicit language in context.",sexual,People in the thread were repeating naughty pic! to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
fml!,"The moderation review flagged ""fml!"" as an expletive or strong profanity in context.",expletive,He yelled fml! when the game ended badly.,GENERIC,['GENERIC_INTENT']
fml!,"The moderation review flagged ""fml!"" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting fml!.,TECHNOLOGY,['GENERIC_INTENT']
fml!,"The moderation review flagged ""fml!"" as an expletive or strong profanity in context.",expletive,A message popped up that only said fml! after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
fml!,"The moderation review flagged ""fml!"" as an expletive or strong profanity in context.",expletive,She posted fml! because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
fml!,"The moderation review flagged ""fml!"" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating fml!.,TECHNOLOGY,['GENERIC_INTENT']
absolute for fuck's sake!,"The moderation review flagged ""absolute for fuck's sake!"" as an expletive or strong profanity in context.",expletive,He yelled absolute for fuck's sake! when the game ended badly.,GENERIC,['GENERIC_INTENT']
absolute for fuck's sake!,"The moderation review flagged ""absolute for fuck's sake!"" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting absolute for fuck's sake!.,TECHNOLOGY,['GENERIC_INTENT']
absolute for fuck's sake!,"The moderation review flagged ""absolute for fuck's sake!"" as an expletive or strong profanity in context.",expletive,A message popped up that only said absolute for fuck's sake! after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
absolute for fuck's sake!,"The moderation review flagged ""absolute for fuck's sake!"" as an expletive or strong profanity in context.",expletive,She posted absolute for fuck's sake! because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
absolute for fuck's sake!,"The moderation review flagged ""absolute for fuck's sake!"" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating absolute for fuck's sake!.,TECHNOLOGY,['GENERIC_INTENT']
holy-shit,"The moderation review flagged ""holy-shit"" as an expletive or strong profanity in context.",expletive,He yelled holy-shit when the game ended badly.,GENERIC,['GENERIC_INTENT']
holy-shit,"The moderation review flagged ""holy-shit"" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting holy-shit.,TECHNOLOGY,['GENERIC_INTENT']
holy-shit,"The moderation review flagged ""holy-shit"" as an expletive or strong profanity in context.",expletive,A message popped up that only said holy-shit after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
holy-shit,"The moderation review flagged ""holy-shit"" as an expletive or strong profanity in context.",expletive,She posted holy-shit because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
holy-shit,"The moderation review flagged ""holy-shit"" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating holy-shit.,TECHNOLOGY,['GENERIC_INTENT']
that jesus christ,"The moderation review flagged ""that jesus christ"" as an expletive or strong profanity in context.",expletive,He yelled that jesus christ when the game ended badly.,GENERIC,['GENERIC_INTENT']
that jesus christ,"The moderation review flagged ""that jesus christ"" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting that jesus christ.,TECHNOLOGY,['GENERIC_INTENT']
that jesus christ,"The moderation review flagged ""that jesus christ"" as an expletive or strong profanity in context.",expletive,A message popped up that only said that jesus christ after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
that jesus christ,"The moderation review flagged ""that jesus christ"" as an expletive or strong profanity in context.",expletive,She posted that jesus christ because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
that jesus christ,"The moderation review flagged ""that jesus christ"" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating that jesus christ.,TECHNOLOGY,['GENERIC_INTENT']
total oh hell no,"The moderation review flagged ""total oh hell no"" as an expletive or strong profanity in context.",expletive,He yelled total oh hell no when the game ended badly.,GENERIC,['GENERIC_INTENT']
total oh hell no,"The moderation review flagged ""total oh hell no"" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting total oh hell no.,TECHNOLOGY,['GENERIC_INTENT']
total oh hell no,"The moderation review flagged ""total oh hell no"" as an expletive or strong profanity in context.",expletive,A message popped up that only said total oh hell no after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
total oh hell no,"The moderation review flagged ""total oh hell no"" as an expletive or strong profanity in context.",expletive,She posted total oh hell no because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
total oh hell no,"The moderation review flagged ""total oh hell no"" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating total oh hell no.,TECHNOLOGY,['GENERIC_INTENT']
the oh shit...,"The moderation review flagged ""the oh shit..."" as an expletive or strong profanity in context.",expletive,He yelled the oh shit... when the game ended badly.,GENERIC,['GENERIC_INTENT']
the oh shit...,"The moderation review flagged ""the oh shit..."" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting the oh shit....,TECHNOLOGY,['GENERIC_INTENT']
the oh shit...,"The moderation review flagged ""the oh shit..."" as an expletive or strong profanity in context.",expletive,A message popped up that only said the oh shit... after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
the oh shit...,"The moderation review flagged ""the oh shit..."" as an expletive or strong profanity in context.",expletive,She posted the oh shit... because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
the oh shit...,"The moderation review flagged ""the oh shit..."" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating the oh shit....,TECHNOLOGY,['GENERIC_INTENT']
screw you...,"The moderation review flagged ""screw you..."" as an expletive or strong profanity in context.",expletive,He yelled screw you... when the game ended badly.,GENERIC,['GENERIC_INTENT']
screw you...,"The moderation review flagged ""screw you..."" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting screw you....,TECHNOLOGY,['GENERIC_INTENT']
screw you...,"The moderation review flagged ""screw you..."" as an expletive or strong profanity in context.",expletive,A message popped up that only said screw you... after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
screw you...,"The moderation review flagged ""screw you..."" as an expletive or strong profanity in context.",expletive,She posted screw you... because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
screw you...,"The moderation review flagged ""screw you..."" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating screw you....,TECHNOLOGY,['GENERIC_INTENT']
what the hell!,"The moderation review flagged ""what the hell!"" as an expletive or strong profanity in context.",expletive,He yelled what the hell! when the game ended badly.,GENERIC,['GENERIC_INTENT']
what the hell!,"The moderation review flagged ""what the hell!"" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting what the hell!.,TECHNOLOGY,['GENERIC_INTENT']
what the hell!,"The moderation review flagged ""what the hell!"" as an expletive or strong profanity in context.",expletive,A message popped up that only said what the hell! after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
what the hell!,"The moderation review flagged ""what the hell!"" as an expletive or strong profanity in context.",expletive,She posted what the hell! because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
what the hell!,"The moderation review flagged ""what the hell!"" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating what the hell!.,TECHNOLOGY,['GENERIC_INTENT']
absolute what the fuck!,"The moderation review flagged ""absolute what the fuck!"" as an expletive or strong profanity in context.",expletive,He yelled absolute what the fuck! when the game ended badly.,GENERIC,['GENERIC_INTENT']
absolute what the fuck!,"The moderation review flagged ""absolute what the fuck!"" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting absolute what the fuck!.,TECHNOLOGY,['GENERIC_INTENT']
absolute what the fuck!,"The moderation review flagged ""absolute what the fuck!"" as an expletive or strong profanity in context.",expletive,A message popped up that only said absolute what the fuck! after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
absolute what the fuck!,"The moderation review flagged ""absolute what the fuck!"" as an expletive or strong profanity in context.",expletive,She posted absolute what the fuck! because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
absolute what the fuck!,"The moderation review flagged ""absolute what the fuck!"" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating absolute what the fuck!.,TECHNOLOGY,['GENERIC_INTENT']
the dammit af,"The moderation review flagged ""the dammit af"" as an expletive or strong profanity in context.",expletive,He yelled the dammit af when the game ended badly.,GENERIC,['GENERIC_INTENT']
the dammit af,"The moderation review flagged ""the dammit af"" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting the dammit af.,TECHNOLOGY,['GENERIC_INTENT']
the dammit af,"The moderation review flagged ""the dammit af"" as an expletive or strong profanity in context.",expletive,A message popped up that only said the dammit af after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
the dammit af,"The moderation review flagged ""the dammit af"" as an expletive or strong profanity in context.",expletive,She posted the dammit af because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
the dammit af,"The moderation review flagged ""the dammit af"" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating the dammit af.,TECHNOLOGY,['GENERIC_INTENT']
that ffs man!!,"The moderation review flagged ""that ffs man!!"" as an expletive or strong profanity in context.",expletive,He yelled that ffs man!! when the game ended badly.,GENERIC,['GENERIC_INTENT']
that ffs man!!,"The moderation review flagged ""that ffs man!!"" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting that ffs man!!.,TECHNOLOGY,['GENERIC_INTENT']
that ffs man!!,"The moderation review flagged ""that ffs man!!"" as an expletive or strong profanity in context.",expletive,A message popped up that only said that ffs man!! after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
that ffs man!!,"The moderation review flagged ""that ffs man!!"" as an expletive or strong profanity in context.",expletive,She posted that ffs man!! because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
that ffs man!!,"The moderation review flagged ""that ffs man!!"" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating that ffs man!!.,TECHNOLOGY,['GENERIC_INTENT']
bloody oath af,"The moderation review flagged ""bloody oath af"" as an expletive or strong profanity in context.",expletive,He yelled bloody oath af when the game ended badly.,GENERIC,['GENERIC_INTENT']
bloody oath af,"The moderation review flagged ""bloody oath af"" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting bloody oath af.,TECHNOLOGY,['GENERIC_INTENT']
bloody oath af,"The moderation review flagged ""bloody oath af"" as an expletive or strong profanity in context.",expletive,A message popped up that only said bloody oath af after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
bloody oath af,"The moderation review flagged ""bloody oath af"" as an expletive or strong profanity in context.",expletive,She posted bloody oath af because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
bloody oath af,"The moderation review flagged ""bloody oath af"" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating bloody oath af.,TECHNOLOGY,['GENERIC_INTENT']
total goddammit!,"The moderation review flagged ""total goddammit!"" as an expletive or strong profanity in context.",expletive,He yelled total goddammit! when the game ended badly.,GENERIC,['GENERIC_INTENT']
total goddammit!,"The moderation review flagged ""total goddammit!"" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting total goddammit!.,TECHNOLOGY,['GENERIC_INTENT']
total goddammit!,"The moderation review flagged ""total goddammit!"" as an expletive or strong profanity in context.",expletive,A message popped up that only said total goddammit! after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
total goddammit!,"The moderation review flagged ""total goddammit!"" as an expletive or strong profanity in context.",expletive,She posted total goddammit! because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
total goddammit!,"The moderation review flagged ""total goddammit!"" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating total goddammit!.,TECHNOLOGY,['GENERIC_INTENT']
total shit happens!!,"The moderation review flagged ""total shit happens!!"" as an expletive or strong profanity in context.",expletive,He yelled total shit happens!! when the game ended badly.,GENERIC,['GENERIC_INTENT']
total shit happens!!,"The moderation review flagged ""total shit happens!!"" as an expletive or strong profanity in context.",expletive,The voice chat clip starts with someone shouting total shit happens!!.,TECHNOLOGY,['GENERIC_INTENT']
total shit happens!!,"The moderation review flagged ""total shit happens!!"" as an expletive or strong profanity in context.",expletive,A message popped up that only said total shit happens!! after the mistake.,TECHNOLOGY,['GENERIC_INTENT']
total shit happens!!,"The moderation review flagged ""total shit happens!!"" as an expletive or strong profanity in context.",expletive,She posted total shit happens!! because she was suddenly angry.,TECHNOLOGY,['GENERIC_INTENT']
total shit happens!!,"The moderation review flagged ""total shit happens!!"" as an expletive or strong profanity in context.",expletive,The comment section filled with people repeating total shit happens!!.,TECHNOLOGY,['GENERIC_INTENT']
gotohell,"The moderation review flagged ""gotohell"" as offensive or taboo language in context.",other,Someone used the phrase gotohell in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
gotohell,"The moderation review flagged ""gotohell"" as offensive or taboo language in context.",other,The post included gotohell to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
gotohell,"The moderation review flagged ""gotohell"" as offensive or taboo language in context.",other,A user kept repeating gotohell in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
gotohell,"The moderation review flagged ""gotohell"" as offensive or taboo language in context.",other,The caption used gotohell as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
gotohell,"The moderation review flagged ""gotohell"" as offensive or taboo language in context.",other,People were sharing gotohell as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
total kiss my ass!!,"The moderation review flagged ""total kiss my ass!!"" as offensive or taboo language in context.",other,Someone used the phrase total kiss my ass!! in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
total kiss my ass!!,"The moderation review flagged ""total kiss my ass!!"" as offensive or taboo language in context.",other,The post included total kiss my ass!! to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
total kiss my ass!!,"The moderation review flagged ""total kiss my ass!!"" as offensive or taboo language in context.",other,A user kept repeating total kiss my ass!! in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
total kiss my ass!!,"The moderation review flagged ""total kiss my ass!!"" as offensive or taboo language in context.",other,The caption used total kiss my ass!! as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
total kiss my ass!!,"The moderation review flagged ""total kiss my ass!!"" as offensive or taboo language in context.",other,People were sharing total kiss my ass!! as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
absolute nsfw,"The moderation review flagged ""absolute nsfw"" as offensive or taboo language in context.",other,Someone used the phrase absolute nsfw in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
absolute nsfw,"The moderation review flagged ""absolute nsfw"" as offensive or taboo language in context.",other,The post included absolute nsfw to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
absolute nsfw,"The moderation review flagged ""absolute nsfw"" as offensive or taboo language in context.",other,A user kept repeating absolute nsfw in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
absolute nsfw,"The moderation review flagged ""absolute nsfw"" as offensive or taboo language in context.",other,The caption used absolute nsfw as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
absolute nsfw,"The moderation review flagged ""absolute nsfw"" as offensive or taboo language in context.",other,People were sharing absolute nsfw as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
absolute piece of shit!!,"The moderation review flagged ""absolute piece of shit!!"" as offensive or taboo language in context.",other,Someone used the phrase absolute piece of shit!! in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
absolute piece of shit!!,"The moderation review flagged ""absolute piece of shit!!"" as offensive or taboo language in context.",other,The post included absolute piece of shit!! to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
absolute piece of shit!!,"The moderation review flagged ""absolute piece of shit!!"" as offensive or taboo language in context.",other,A user kept repeating absolute piece of shit!! in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
absolute piece of shit!!,"The moderation review flagged ""absolute piece of shit!!"" as offensive or taboo language in context.",other,The caption used absolute piece of shit!! as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
absolute piece of shit!!,"The moderation review flagged ""absolute piece of shit!!"" as offensive or taboo language in context.",other,People were sharing absolute piece of shit!! as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
absolute suck it af,"The moderation review flagged ""absolute suck it af"" as offensive or taboo language in context.",other,Someone used the phrase absolute suck it af in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
absolute suck it af,"The moderation review flagged ""absolute suck it af"" as offensive or taboo language in context.",other,The post included absolute suck it af to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
absolute suck it af,"The moderation review flagged ""absolute suck it af"" as offensive or taboo language in context.",other,A user kept repeating absolute suck it af in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
absolute suck it af,"The moderation review flagged ""absolute suck it af"" as offensive or taboo language in context.",other,The caption used absolute suck it af as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
absolute suck it af,"The moderation review flagged ""absolute suck it af"" as offensive or taboo language in context.",other,People were sharing absolute suck it af as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
that trash talk!,"The moderation review flagged ""that trash talk!"" as offensive or taboo language in context.",other,Someone used the phrase that trash talk! in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
that trash talk!,"The moderation review flagged ""that trash talk!"" as offensive or taboo language in context.",other,The post included that trash talk! to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
that trash talk!,"The moderation review flagged ""that trash talk!"" as offensive or taboo language in context.",other,A user kept repeating that trash talk! in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
that trash talk!,"The moderation review flagged ""that trash talk!"" as offensive or taboo language in context.",other,The caption used that trash talk! as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
that trash talk!,"The moderation review flagged ""that trash talk!"" as offensive or taboo language in context.",other,People were sharing that trash talk! as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
total yo mama...,"The moderation review flagged ""total yo mama..."" as offensive or taboo language in context.",other,Someone used the phrase total yo mama... in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
total yo mama...,"The moderation review flagged ""total yo mama..."" as offensive or taboo language in context.",other,The post included total yo mama... to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
total yo mama...,"The moderation review flagged ""total yo mama..."" as offensive or taboo language in context.",other,A user kept repeating total yo mama... in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
total yo mama...,"The moderation review flagged ""total yo mama..."" as offensive or taboo language in context.",other,The caption used total yo mama... as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
total yo mama...,"The moderation review flagged ""total yo mama..."" as offensive or taboo language in context.",other,People were sharing total yo mama... as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
absolute yo momma,"The moderation review flagged ""absolute yo momma"" as offensive or taboo language in context.",other,Someone used the phrase absolute yo momma in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
absolute yo momma,"The moderation review flagged ""absolute yo momma"" as offensive or taboo language in context.",other,The post included absolute yo momma to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
absolute yo momma,"The moderation review flagged ""absolute yo momma"" as offensive or taboo language in context.",other,A user kept repeating absolute yo momma in chat even after being asked to stop.,TECHNOLOGY,['GENERIC_INTENT']
absolute yo momma,"The moderation review flagged ""absolute yo momma"" as offensive or taboo language in context.",other,The caption used absolute yo momma as a rude phrase during an argument.,GENERIC,['GENERIC_INTENT']
absolute yo momma,"The moderation review flagged ""absolute yo momma"" as offensive or taboo language in context.",other,People were sharing absolute yo momma as a taboo reference in the thread.,TECHNOLOGY,['GENERIC_INTENT']
the dirty joke...,"The moderation review flagged ""the dirty joke..."" as offensive or taboo language in context.",other,Someone used the phrase the dirty joke... in a comment to be offensive on purpose.,TECHNOLOGY,['GENERIC_INTENT']
the dirty joke...,"The moderation review flagged ""the dirty joke..."" as offensive or taboo language in context.",other,The post included the dirty joke... to shock people and get attention.,TECHNOLOGY,['GENERIC_INTENT']
