row_id,input_text,old_G1_LOV_ID,new_G1_LOV_ID,old_G2_LOV_ID,new_G2_LOV_ID,old_FLAGS,new_FLAGS
1251,"Since joining sports practice, people secretly record embarrassing moments to laugh about later.
 
 What hurts the most is that some of the people involved used to act friendly toward me before joining the bullying. Because of this, I’ve started struggling to trust people and often wonder if others secretly dislike me too.",TECHNOLOGY,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1252,"Since joining sports practice, my classmates embarrass me in front of others whenever I answer questions.
 
 Sometimes I feel isolated because people who are not bullying me directly still stay silent and watch everything happen. It makes me feel like nobody truly understands how emotionally exhausting this situation has become.",GENERIC,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1254,"Over the past few months, people secretly record embarrassing moments to laugh about later.
 
 What hurts the most is that some of the people involved used to act friendly toward me before joining the bullying. Because of this, I’ve started struggling to trust people and often wonder if others secretly dislike me too.",TECHNOLOGY,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1255,"Over the past few months, students keep making jokes about my appearance and body shape.
 
 At first I thought ignoring the situation would make it stop, but over time the comments became more personal and emotionally exhausting. Now I feel nervous every morning before school because I constantly expect someone to embarrass me again.",GENERIC,TECHNOLOGY,AMBIGUOUS_RISK,BULLYING,has_emotional_distress=true;has_bullying_involved=true;has_ambiguous_risk=true,has_emotional_distress=true;has_bullying_involved=true
1256,"Lately in my class, my so-called friends make fun of me in private group chats.
 
 What hurts the most is that some of the people involved used to act friendly toward me before joining the bullying. Because of this, I’ve started struggling to trust people and often wonder if others secretly dislike me too.",TECHNOLOGY,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1257,"Ever since the semester started, people secretly record embarrassing moments to laugh about later.
 
 What confuses me is that teachers and adults often dismiss the bullying because it sounds like jokes or sarcasm. Even though people around me think it’s harmless, emotionally it feels painful and overwhelming almost every day.",TECHNOLOGY,GENERIC,GROOMING,BULLYING,has_emotional_distress=true;has_bullying_involved=true;has_grooming_involved=true,has_bullying_involved=true
1258,"Since becoming active online, kids in class tease me because of my hobbies and interests.
 
 Even after coming home from school, I can’t stop replaying everything in my head. I keep thinking about the jokes, comments, and rumors, and it’s becoming difficult to relax or focus on anything else anymore.",TECHNOLOGY,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1259,"Since becoming active online, students repeatedly compare me negatively to more popular kids.
 
 What hurts the most is that some of the people involved used to act friendly toward me before joining the bullying. Because of this, I’ve started struggling to trust people and often wonder if others secretly dislike me too.",TECHNOLOGY,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1260,"Recently at school, people in school regularly exclude me from conversations and activities.
 
 Sometimes I feel isolated because people who are not bullying me directly still stay silent and watch everything happen. It makes me feel like nobody truly understands how emotionally exhausting this situation has become.",GENERIC,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1261,"Over the past few months, my teammates blame me whenever something goes wrong.
 
 I know bullying is not always physical, but emotional bullying and constant exclusion can slowly destroy someone’s confidence over time. I feel emotionally drained and unsure how to make things better anymore.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1262,"Ever since the semester started, my teammates blame me whenever something goes wrong.
 
 What hurts the most is that some of the people involved used to act friendly toward me before joining the bullying. Because of this, I’ve started struggling to trust people and often wonder if others secretly dislike me too.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1265,"For the past several weeks, kids in class tease me because of my hobbies and interests.
 
 Even after coming home from school, I can’t stop replaying everything in my head. I keep thinking about the jokes, comments, and rumors, and it’s becoming difficult to relax or focus on anything else anymore.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1267,"Lately in my class, my so-called friends make fun of me in private group chats.
 
 I know bullying is not always physical, but emotional bullying and constant exclusion can slowly destroy someone’s confidence over time. I feel emotionally drained and unsure how to make things better anymore.",TECHNOLOGY,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1269,"Recently at school, someone made a fake account pretending to be me online.
 
 I know bullying is not always physical, but emotional bullying and constant exclusion can slowly destroy someone’s confidence over time. I feel emotionally drained and unsure how to make things better anymore.",TECHNOLOGY,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1271,"For the past several weeks, my teammates blame me whenever something goes wrong.
 
 What hurts the most is that some of the people involved used to act friendly toward me before joining the bullying. Because of this, I’ve started struggling to trust people and often wonder if others secretly dislike me too.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1272,"Lately in my class, my so-called friends make fun of me in private group chats.
 
 Part of me wants to report the bullying to adults, but another part is scared that doing so will only make people target me even more. I feel trapped because staying silent doesn’t seem to help either.",TECHNOLOGY,TECHNOLOGY,GROOMING,BULLYING,has_emotional_distress=true;has_bullying_involved=true;has_grooming_involved=true,has_emotional_distress=true;has_bullying_involved=true
1274,"Recently at school, students keep making jokes about my appearance and body shape.
 
 Part of me wants to report the bullying to adults, but another part is scared that doing so will only make people target me even more. I feel trapped because staying silent doesn’t seem to help either.",GENERIC,TECHNOLOGY,AMBIGUOUS_RISK,BULLYING,has_emotional_distress=true;has_bullying_involved=true;has_ambiguous_risk=true,has_emotional_distress=true;has_bullying_involved=true
1275,"After joining a new friend group, my classmates embarrass me in front of others whenever I answer questions.
 
 Part of me wants to report the bullying to adults, but another part is scared that doing so will only make people target me even more. I feel trapped because staying silent doesn’t seem to help either.",GENERIC,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_emotional_distress=true;has_bullying_involved=true
1276,"Since changing schools, a group of students has been constantly mocking the way I speak and act.
 
 Even after coming home from school, I can’t stop replaying everything in my head. I keep thinking about the jokes, comments, and rumors, and it’s becoming difficult to relax or focus on anything else anymore.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1277,"For the past several weeks, students keep making jokes about my appearance and body shape.
 
 I know bullying is not always physical, but emotional bullying and constant exclusion can slowly destroy someone’s confidence over time. I feel emotionally drained and unsure how to make things better anymore.",GENERIC,TECHNOLOGY,AMBIGUOUS_RISK,BULLYING,has_emotional_distress=true;has_bullying_involved=true;has_ambiguous_risk=true,has_bullying_involved=true
1278,"During the last school year, people in school regularly exclude me from conversations and activities.
 
 I know bullying is not always physical, but emotional bullying and constant exclusion can slowly destroy someone’s confidence over time. I feel emotionally drained and unsure how to make things better anymore.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1279,"Since joining sports practice, my so-called friends make fun of me in private group chats.
 
 Sometimes I feel isolated because people who are not bullying me directly still stay silent and watch everything happen. It makes me feel like nobody truly understands how emotionally exhausting this situation has become.",TECHNOLOGY,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1280,"For the past several weeks, kids in class tease me because of my hobbies and interests.
 
 What hurts the most is that some of the people involved used to act friendly toward me before joining the bullying. Because of this, I’ve started struggling to trust people and often wonder if others secretly dislike me too.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1283,"Since becoming active online, people keep mocking my accent and pronunciation during class.
 
 What confuses me is that teachers and adults often dismiss the bullying because it sounds like jokes or sarcasm. Even though people around me think it’s harmless, emotionally it feels painful and overwhelming almost every day.",TECHNOLOGY,TECHNOLOGY,HATE_GROUP,HATE_GROUP,has_hate_group_language=true;has_emotional_distress=true;has_bullying_involved=true,has_hate_group_language=true;has_bullying_involved=true
1286,"During the last school year, my classmates embarrass me in front of others whenever I answer questions.
 
 I know bullying is not always physical, but emotional bullying and constant exclusion can slowly destroy someone’s confidence over time. I feel emotionally drained and unsure how to make things better anymore.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1287,"Since becoming active online, people in school regularly exclude me from conversations and activities.
 
 What hurts the most is that some of the people involved used to act friendly toward me before joining the bullying. Because of this, I’ve started struggling to trust people and often wonder if others secretly dislike me too.",TECHNOLOGY,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1293,"Since joining sports practice, students repeatedly compare me negatively to more popular kids.
 
 I know bullying is not always physical, but emotional bullying and constant exclusion can slowly destroy someone’s confidence over time. I feel emotionally drained and unsure how to make things better anymore.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1294,"After joining a new friend group, some classmates started spreading rumors about me through social media.
 
 What confuses me is that teachers and adults often dismiss the bullying because it sounds like jokes or sarcasm. Even though people around me think it’s harmless, emotionally it feels painful and overwhelming almost every day.",TECHNOLOGY,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1297,"Since joining sports practice, my classmates embarrass me in front of others whenever I answer questions.
 
 Part of me wants to report the bullying to adults, but another part is scared that doing so will only make people target me even more. I feel trapped because staying silent doesn’t seem to help either.",GENERIC,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_emotional_distress=true;has_bullying_involved=true
1298,"Recently at school, students repeatedly compare me negatively to more popular kids.
 
 Sometimes I feel isolated because people who are not bullying me directly still stay silent and watch everything happen. It makes me feel like nobody truly understands how emotionally exhausting this situation has become.",GENERIC,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1299,"Since changing schools, people secretly record embarrassing moments to laugh about later.
 
 The situation has slowly damaged my confidence and self-esteem. I’ve become quieter, avoid social situations, and sometimes pretend to be sick because I don’t want to face another stressful day at school.",TECHNOLOGY,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_emotional_distress=true;has_bullying_involved=true
1300,"Over the past few months, kids in class tease me because of my hobbies and interests.
 
 What hurts the most is that some of the people involved used to act friendly toward me before joining the bullying. Because of this, I’ve started struggling to trust people and often wonder if others secretly dislike me too.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1302,"During the last school year, students keep making jokes about my appearance and body shape.
 
 I know bullying is not always physical, but emotional bullying and constant exclusion can slowly destroy someone’s confidence over time. I feel emotionally drained and unsure how to make things better anymore.",GENERIC,TECHNOLOGY,AMBIGUOUS_RISK,BULLYING,has_emotional_distress=true;has_bullying_involved=true;has_ambiguous_risk=true,has_bullying_involved=true
1303,"Ever since the semester started, some older students insult me whenever they see me in the hallway.
 
 Even after coming home from school, I can’t stop replaying everything in my head. I keep thinking about the jokes, comments, and rumors, and it’s becoming difficult to relax or focus on anything else anymore.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1304,"For the past several weeks, students constantly criticize my clothes and personal style.
 
 What hurts the most is that some of the people involved used to act friendly toward me before joining the bullying. Because of this, I’ve started struggling to trust people and often wonder if others secretly dislike me too.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1305,"Recently at school, students constantly criticize my clothes and personal style.
 
 What hurts the most is that some of the people involved used to act friendly toward me before joining the bullying. Because of this, I’ve started struggling to trust people and often wonder if others secretly dislike me too.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1306,"Since changing schools, some older students insult me whenever they see me in the hallway.
 
 Even after coming home from school, I can’t stop replaying everything in my head. I keep thinking about the jokes, comments, and rumors, and it’s becoming difficult to relax or focus on anything else anymore.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1307,"Since joining sports practice, students repeatedly compare me negatively to more popular kids.
 
 What confuses me is that teachers and adults often dismiss the bullying because it sounds like jokes or sarcasm. Even though people around me think it’s harmless, emotionally it feels painful and overwhelming almost every day.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1309,"For the past several weeks, students keep making jokes about my appearance and body shape.
 
 Part of me wants to report the bullying to adults, but another part is scared that doing so will only make people target me even more. I feel trapped because staying silent doesn’t seem to help either.",GENERIC,TECHNOLOGY,AMBIGUOUS_RISK,BULLYING,has_emotional_distress=true;has_bullying_involved=true;has_ambiguous_risk=true,has_emotional_distress=true;has_bullying_involved=true
1310,"After joining a new friend group, people secretly record embarrassing moments to laugh about later.
 
 Part of me wants to report the bullying to adults, but another part is scared that doing so will only make people target me even more. I feel trapped because staying silent doesn’t seem to help either.",TECHNOLOGY,TECHNOLOGY,GROOMING,BULLYING,has_emotional_distress=true;has_bullying_involved=true;has_grooming_involved=true,has_emotional_distress=true;has_bullying_involved=true
1312,"Since changing schools, my classmates embarrass me in front of others whenever I answer questions.
 
 Sometimes I feel isolated because people who are not bullying me directly still stay silent and watch everything happen. It makes me feel like nobody truly understands how emotionally exhausting this situation has become.",GENERIC,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1313,"After joining a new friend group, students keep making jokes about my appearance and body shape.
 
 Part of me wants to report the bullying to adults, but another part is scared that doing so will only make people target me even more. I feel trapped because staying silent doesn’t seem to help either.",GENERIC,TECHNOLOGY,AMBIGUOUS_RISK,BULLYING,has_emotional_distress=true;has_bullying_involved=true;has_ambiguous_risk=true,has_emotional_distress=true;has_bullying_involved=true
1315,"Over the past few months, students repeatedly compare me negatively to more popular kids.
 
 Even after coming home from school, I can’t stop replaying everything in my head. I keep thinking about the jokes, comments, and rumors, and it’s becoming difficult to relax or focus on anything else anymore.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1316,"Recently at school, people secretly record embarrassing moments to laugh about later.
 
 The situation has slowly damaged my confidence and self-esteem. I’ve become quieter, avoid social situations, and sometimes pretend to be sick because I don’t want to face another stressful day at school.",TECHNOLOGY,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_emotional_distress=true;has_bullying_involved=true
1319,"Since becoming active online, people keep mocking my accent and pronunciation during class.
 
 What hurts the most is that some of the people involved used to act friendly toward me before joining the bullying. Because of this, I’ve started struggling to trust people and often wonder if others secretly dislike me too.",TECHNOLOGY,TECHNOLOGY,HATE_GROUP,HATE_GROUP,has_hate_group_language=true;has_emotional_distress=true;has_bullying_involved=true,has_hate_group_language=true;has_bullying_involved=true
1320,"For the past several weeks, someone made a fake account pretending to be me online.
 
 Even after coming home from school, I can’t stop replaying everything in my head. I keep thinking about the jokes, comments, and rumors, and it’s becoming difficult to relax or focus on anything else anymore.",TECHNOLOGY,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1321,"Recently at school, my classmates embarrass me in front of others whenever I answer questions.
 
 Part of me wants to report the bullying to adults, but another part is scared that doing so will only make people target me even more. I feel trapped because staying silent doesn’t seem to help either.",GENERIC,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_emotional_distress=true;has_bullying_involved=true
1322,"Since joining sports practice, my teammates blame me whenever something goes wrong.
 
 Part of me wants to report the bullying to adults, but another part is scared that doing so will only make people target me even more. I feel trapped because staying silent doesn’t seem to help either.",GENERIC,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_emotional_distress=true;has_bullying_involved=true
1323,"During the last school year, people keep mocking my accent and pronunciation during class.
 
 Even after coming home from school, I can’t stop replaying everything in my head. I keep thinking about the jokes, comments, and rumors, and it’s becoming difficult to relax or focus on anything else anymore.",GENERIC,GENERIC,HATE_GROUP,HATE_GROUP,has_hate_group_language=true;has_emotional_distress=true;has_bullying_involved=true,has_hate_group_language=true;has_bullying_involved=true
1324,"Recently at school, students keep making jokes about my appearance and body shape.
 
 Even after coming home from school, I can’t stop replaying everything in my head. I keep thinking about the jokes, comments, and rumors, and it’s becoming difficult to relax or focus on anything else anymore.",GENERIC,TECHNOLOGY,AMBIGUOUS_RISK,BULLYING,has_emotional_distress=true;has_bullying_involved=true;has_ambiguous_risk=true,has_bullying_involved=true
1325,"Since changing schools, people in school regularly exclude me from conversations and activities.
 
 Part of me wants to report the bullying to adults, but another part is scared that doing so will only make people target me even more. I feel trapped because staying silent doesn’t seem to help either.",GENERIC,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_emotional_distress=true;has_bullying_involved=true
1326,"After joining a new friend group, students constantly criticize my clothes and personal style.
 
 Sometimes I feel isolated because people who are not bullying me directly still stay silent and watch everything happen. It makes me feel like nobody truly understands how emotionally exhausting this situation has become.",GENERIC,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1328,"Recently at school, my teammates blame me whenever something goes wrong.
 
 Sometimes I feel isolated because people who are not bullying me directly still stay silent and watch everything happen. It makes me feel like nobody truly understands how emotionally exhausting this situation has become.",GENERIC,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1329,"Lately in my class, people in school regularly exclude me from conversations and activities.
 
 Even after coming home from school, I can’t stop replaying everything in my head. I keep thinking about the jokes, comments, and rumors, and it’s becoming difficult to relax or focus on anything else anymore.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1330,"Lately in my class, a group of students has been constantly mocking the way I speak and act.
 
 What hurts the most is that some of the people involved used to act friendly toward me before joining the bullying. Because of this, I’ve started struggling to trust people and often wonder if others secretly dislike me too.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1331,"Ever since the semester started, people keep mocking my accent and pronunciation during class.
 
 Even after coming home from school, I can’t stop replaying everything in my head. I keep thinking about the jokes, comments, and rumors, and it’s becoming difficult to relax or focus on anything else anymore.",GENERIC,GENERIC,HATE_GROUP,HATE_GROUP,has_hate_group_language=true;has_emotional_distress=true;has_bullying_involved=true,has_hate_group_language=true;has_bullying_involved=true
1332,"After joining a new friend group, my so-called friends make fun of me in private group chats.
 
 Sometimes I feel isolated because people who are not bullying me directly still stay silent and watch everything happen. It makes me feel like nobody truly understands how emotionally exhausting this situation has become.",TECHNOLOGY,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1333,"Lately in my class, some classmates started spreading rumors about me through social media.
 
 I know bullying is not always physical, but emotional bullying and constant exclusion can slowly destroy someone’s confidence over time. I feel emotionally drained and unsure how to make things better anymore.",TECHNOLOGY,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1337,"Ever since the semester started, my teammates blame me whenever something goes wrong.
 
 What confuses me is that teachers and adults often dismiss the bullying because it sounds like jokes or sarcasm. Even though people around me think it’s harmless, emotionally it feels painful and overwhelming almost every day.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1338,"During the last school year, my teammates blame me whenever something goes wrong.
 
 What confuses me is that teachers and adults often dismiss the bullying because it sounds like jokes or sarcasm. Even though people around me think it’s harmless, emotionally it feels painful and overwhelming almost every day.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1339,"After joining a new friend group, my classmates embarrass me in front of others whenever I answer questions.
 
 What confuses me is that teachers and adults often dismiss the bullying because it sounds like jokes or sarcasm. Even though people around me think it’s harmless, emotionally it feels painful and overwhelming almost every day.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1341,"Since becoming active online, kids in class tease me because of my hobbies and interests.
 
 I know bullying is not always physical, but emotional bullying and constant exclusion can slowly destroy someone’s confidence over time. I feel emotionally drained and unsure how to make things better anymore.",TECHNOLOGY,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1343,"During the last school year, people keep mocking my accent and pronunciation during class.
 
 I know bullying is not always physical, but emotional bullying and constant exclusion can slowly destroy someone’s confidence over time. I feel emotionally drained and unsure how to make things better anymore.",GENERIC,GENERIC,HATE_GROUP,HATE_GROUP,has_hate_group_language=true;has_emotional_distress=true;has_bullying_involved=true,has_hate_group_language=true;has_bullying_involved=true
1344,"Over the past few months, students constantly criticize my clothes and personal style.
 
 The situation has slowly damaged my confidence and self-esteem. I’ve become quieter, avoid social situations, and sometimes pretend to be sick because I don’t want to face another stressful day at school.",GENERIC,GENERIC,BULLYING,EMOTIONAL,has_emotional_distress=true;has_bullying_involved=true,has_emotional_distress=true
1345,"Over the past few months, my teammates blame me whenever something goes wrong.
 
 Sometimes I feel isolated because people who are not bullying me directly still stay silent and watch everything happen. It makes me feel like nobody truly understands how emotionally exhausting this situation has become.",GENERIC,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1346,"Since becoming active online, my teammates blame me whenever something goes wrong.
 
 Sometimes I feel isolated because people who are not bullying me directly still stay silent and watch everything happen. It makes me feel like nobody truly understands how emotionally exhausting this situation has become.",TECHNOLOGY,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1347,"Over the past few months, students constantly criticize my clothes and personal style.
 
 I know bullying is not always physical, but emotional bullying and constant exclusion can slowly destroy someone’s confidence over time. I feel emotionally drained and unsure how to make things better anymore.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1349,"Since becoming active online, a group of students has been constantly mocking the way I speak and act.
 
 Even after coming home from school, I can’t stop replaying everything in my head. I keep thinking about the jokes, comments, and rumors, and it’s becoming difficult to relax or focus on anything else anymore.",TECHNOLOGY,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1350,"Since joining sports practice, students keep making jokes about my appearance and body shape.
 
 I know bullying is not always physical, but emotional bullying and constant exclusion can slowly destroy someone’s confidence over time. I feel emotionally drained and unsure how to make things better anymore.",GENERIC,TECHNOLOGY,AMBIGUOUS_RISK,BULLYING,has_emotional_distress=true;has_bullying_involved=true;has_ambiguous_risk=true,has_bullying_involved=true
1351,"Recently at school, people secretly record embarrassing moments to laugh about later.
 
 I’ve noticed the bullying is starting to affect my sleep, concentration, and motivation. Things I once enjoyed now feel stressful because I constantly worry about being judged or laughed at by others.",TECHNOLOGY,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_emotional_distress=true;has_bullying_involved=true
1353,"After joining a new friend group, a group of students has been constantly mocking the way I speak and act.
 
 I know bullying is not always physical, but emotional bullying and constant exclusion can slowly destroy someone’s confidence over time. I feel emotionally drained and unsure how to make things better anymore.",GENERIC,GENERIC,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1354,"Over the past few months, people keep mocking my accent and pronunciation during class.
 
 What confuses me is that teachers and adults often dismiss the bullying because it sounds like jokes or sarcasm. Even though people around me think it’s harmless, emotionally it feels painful and overwhelming almost every day.",GENERIC,GENERIC,HATE_GROUP,HATE_GROUP,has_hate_group_language=true;has_emotional_distress=true;has_bullying_involved=true,has_hate_group_language=true;has_bullying_involved=true
1360,"Ever since the semester started, a group of students has been constantly mocking the way I speak and act.
 
 Part of me wants to report the bullying to adults, but another part is scared that doing so will only make people target me even more. I feel trapped because staying silent doesn’t seem to help either.",GENERIC,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_emotional_distress=true;has_bullying_involved=true
1361,"For the past several weeks, students keep making jokes about my appearance and body shape.
 
 I’ve noticed the bullying is starting to affect my sleep, concentration, and motivation. Things I once enjoyed now feel stressful because I constantly worry about being judged or laughed at by others.",GENERIC,TECHNOLOGY,AMBIGUOUS_RISK,BULLYING,has_emotional_distress=true;has_bullying_involved=true;has_ambiguous_risk=true,has_emotional_distress=true;has_bullying_involved=true
1363,"During the last school year, students spread edited screenshots to make me look bad.
 
 Even after coming home from school, I can’t stop replaying everything in my head. I keep thinking about the jokes, comments, and rumors, and it’s becoming difficult to relax or focus on anything else anymore.",TECHNOLOGY,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1364,"During the last school year, students repeatedly compare me negatively to more popular kids.
 
 Sometimes I feel isolated because people who are not bullying me directly still stay silent and watch everything happen. It makes me feel like nobody truly understands how emotionally exhausting this situation has become.",GENERIC,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1367,"During the last school year, my classmates embarrass me in front of others whenever I answer questions.
 
 Part of me wants to report the bullying to adults, but another part is scared that doing so will only make people target me even more. I feel trapped because staying silent doesn’t seem to help either.",GENERIC,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_emotional_distress=true;has_bullying_involved=true
1369,"Since becoming active online, students repeatedly compare me negatively to more popular kids.
 
 Sometimes I feel isolated because people who are not bullying me directly still stay silent and watch everything happen. It makes me feel like nobody truly understands how emotionally exhausting this situation has become.",TECHNOLOGY,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
1370,"Ever since the semester started, my so-called friends make fun of me in private group chats.
 
 Part of me wants to report the bullying to adults, but another part is scared that doing so will only make people target me even more. I feel trapped because staying silent doesn’t seem to help either.",TECHNOLOGY,TECHNOLOGY,GROOMING,BULLYING,has_emotional_distress=true;has_bullying_involved=true;has_grooming_involved=true,has_emotional_distress=true;has_bullying_involved=true
1371,"For the past several weeks, students constantly criticize my clothes and personal style.
 
 The situation has slowly damaged my confidence and self-esteem. I’ve become quieter, avoid social situations, and sometimes pretend to be sick because I don’t want to face another stressful day at school.",GENERIC,GENERIC,BULLYING,EMOTIONAL,has_emotional_distress=true;has_bullying_involved=true,has_emotional_distress=true
1372,"Over the past few months, people keep mocking my accent and pronunciation during class.
 
 Sometimes I feel isolated because people who are not bullying me directly still stay silent and watch everything happen. It makes me feel like nobody truly understands how emotionally exhausting this situation has become.",GENERIC,TECHNOLOGY,HATE_GROUP,HATE_GROUP,has_hate_group_language=true;has_emotional_distress=true;has_bullying_involved=true,has_hate_group_language=true;has_bullying_involved=true
1373,"After joining a new friend group, students keep making jokes about my appearance and body shape.
 
 The worst part is how quickly rumors and jokes spread online. Even small embarrassing moments suddenly become group chat discussions and social media jokes that follow me everywhere.",TECHNOLOGY,TECHNOLOGY,AMBIGUOUS_RISK,BULLYING,has_bullying_involved=true;has_ambiguous_risk=true,has_bullying_involved=true
1374,"Recently at school, someone made a fake account pretending to be me online.
 
 What hurts the most is that some of the people involved used to act friendly toward me before joining the bullying. Because of this, I’ve started struggling to trust people and often wonder if others secretly dislike me too.",TECHNOLOGY,TECHNOLOGY,BULLYING,BULLYING,has_emotional_distress=true;has_bullying_involved=true,has_bullying_involved=true
