id,Topic,Question,G1,G2,G2_all,risk_signal,flags
GRM-0114,ONLINE_STRANGERS_GROOMING_RISK,Is this grooming if a stranger who says they are also a kid on my email asked me to meet them near my tuition without telling anyone?,TECHNOLOGY,GROOMING,"[""GROOMING""]",location_meetup,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0115,ONLINE_STRANGERS_GROOMING_RISK,Is this grooming if a person who says they can help me become popular on a secret chat keeps asking which park I go to after school?,TECHNOLOGY,GROOMING,"[""GROOMING""]",location_meetup,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0116,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if a stranger who messaged me after seeing my profile on Roblox chat asked where I live and what time I am alone?,TECHNOLOGY,GROOMING,"[""GROOMING""]",location_meetup,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0117,ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if a person who says they are my online best friend on Roblox chat said they can come near my house if I do not tell my parents?,TECHNOLOGY,GROOMING,"[""GROOMING""]",location_meetup,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0118,ONLINE_STRANGERS_GROOMING_RISK,How can I stay safe when someone from a music fan page on Instagram said they can come near my house if I do not tell my parents?,TECHNOLOGY,GROOMING,"[""GROOMING""]",location_meetup,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0119,ONLINE_STRANGERS_GROOMING_RISK,What should I do if a stranger who says they are also a kid on an online study group keeps asking which park I go to after school?,TECHNOLOGY,GROOMING,"[""GROOMING""]",location_meetup,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0120,ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if a person who follows me on social media on a gaming app keeps asking which park I go to after school?,TECHNOLOGY,GROOMING,"[""GROOMING""]",location_meetup,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0121,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if a person who joined my class chat on Snapchat asked where I live and what time I am alone?,TECHNOLOGY,GROOMING,"[""GROOMING""]",location_meetup,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0122,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if someone who says they know my school on Snapchat keeps asking which park I go to after school?,TECHNOLOGY,GROOMING,"[""GROOMING""]",location_meetup,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0123,ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that a person who says they are my online best friend on Discord said they can come near my house if I do not tell my parents?,TECHNOLOGY,GROOMING,"[""GROOMING""]",location_meetup,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0124,ONLINE_STRANGERS_GROOMING_RISK,Is it safe if a stranger who messaged me after seeing my profile on a voice chat wants to know my school name and pickup time?,TECHNOLOGY,GROOMING,"[""GROOMING""]",location_meetup,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0125,ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if a person from my tuition class on a new app they asked me to install asked where I live and what time I am alone?,TECHNOLOGY,GROOMING,"[""GROOMING""]",location_meetup,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0126,ONLINE_STRANGERS_GROOMING_RISK,Is it safe if an older person from a group chat on Discord says I should stop talking to people who warn me about them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0127,ONLINE_STRANGERS_GROOMING_RISK,What should I do if a friend of my cousin on a private message gets upset when I spend time with my family instead of chatting?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0128,ONLINE_STRANGERS_GROOMING_RISK,What should I do if someone I met in an online game on a gaming app gets upset when I spend time with my family instead of chatting?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0129,ONLINE_STRANGERS_GROOMING_RISK,What does it mean when someone from a music fan page on Snapchat gets upset when I spend time with my family instead of chatting?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0130,ONLINE_STRANGERS_GROOMING_RISK,What should I save as proof if a stranger from a video app on YouTube comments makes me feel guilty for not replying quickly?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0131,ONLINE_STRANGERS_GROOMING_RISK,Should I block a stranger who messaged me after seeing my profile on a new app they asked me to install if they gets upset when I spend time with my family instead of chatting?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0132,ONLINE_STRANGERS_GROOMING_RISK,What should I do if a person from a gaming server on Discord tells me my friends are fake and only they care about me?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0133,ONLINE_STRANGERS_GROOMING_RISK,Why do I feel uncomfortable when someone who says they know my school on a new app they asked me to install gets upset when I spend time with my family instead of chatting?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0134,ONLINE_STRANGERS_GROOMING_RISK,Should I block a person who says they are my online best friend on a text message if they makes me feel guilty for not replying quickly?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0135,ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when someone I met during an online quiz on YouTube comments tells me my friends are fake and only they care about me?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0136,ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they makes me feel guilty for not replying quickly on a voice chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0137,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if someone I met through a drawing community on Minecraft server chat says my parents are controlling and I should only trust them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0138,ONLINE_STRANGERS_GROOMING_RISK,Is it safe if a person who comments on my posts a lot on a fan club chat makes me feel guilty for not replying quickly?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0139,ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if someone I met in an online game on a school group chat tells me my friends are fake and only they care about me?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0140,ONLINE_STRANGERS_GROOMING_RISK,How do I say no when someone I met in an online game on a video calling app says my parents are controlling and I should only trust them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0141,ONLINE_STRANGERS_GROOMING_RISK,What should I do if a person from a local community group on an online study group says my parents are controlling and I should only trust them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0142,ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that a stranger who says they are also a kid on a secret chat says my parents are controlling and I should only trust them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0143,ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that a senior student at school on Telegram tells me my friends are fake and only they care about me?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0144,ONLINE_STRANGERS_GROOMING_RISK,Why do I feel uncomfortable when a stranger who says they are also a kid on Facebook Messenger tells me my friends are fake and only they care about me?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0145,ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that someone who says they know my school on a fan club chat says my parents are controlling and I should only trust them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0146,ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when a stranger from a video app on a voice chat makes me feel guilty for not replying quickly?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0147,ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when a stranger who messaged me after seeing my profile on Telegram makes me feel guilty for not replying quickly?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0148,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if someone I met during an online quiz on Snapchat gets upset when I spend time with my family instead of chatting?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0149,ONLINE_STRANGERS_GROOMING_RISK,How do I say no when someone from a homework help group on a gaming app gets upset when I spend time with my family instead of chatting?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0150,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if a person from my sports practice on Snapchat says my parents are controlling and I should only trust them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",isolation,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0151,ONLINE_STRANGERS_GROOMING_RISK,What are safe steps if a person who comments on my posts a lot on a new app they asked me to install says age does not matter in a close friendship?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0152,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if a person who comments on my posts a lot on a secret chat pretends to be my age but their messages sound like an adult?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0153,ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that a person from my tuition class on YouTube comments will not tell me their real age but asks personal questions?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0154,ONLINE_STRANGERS_GROOMING_RISK,Is this grooming if a person from my tuition class on a school group chat keeps asking if I like talking to older people?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0155,ONLINE_STRANGERS_GROOMING_RISK,How do I say no when a person from my tuition class on Telegram will not tell me their real age but asks personal questions?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0156,ONLINE_STRANGERS_GROOMING_RISK,Should I block someone I met in an online game on YouTube comments if they keeps asking if I like talking to older people?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0157,ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they pretends to be my age but their messages sound like an adult on Roblox chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0158,ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if a friend of my cousin on my email says they are older but I am mature enough to understand them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0159,ONLINE_STRANGERS_GROOMING_RISK,Is this grooming if a person from my sports practice on my email will not tell me their real age but asks personal questions?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0160,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if someone from a music fan page on a school group chat says age does not matter in a close friendship?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0161,ONLINE_STRANGERS_GROOMING_RISK,What does it mean when a stranger who says they are also a kid on a text message will not tell me their real age but asks personal questions?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0162,ONLINE_STRANGERS_GROOMING_RISK,What should I save as proof if a person from a gaming server on a private message says age does not matter in a close friendship?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0163,ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when a neighbour I barely know on an online study group says they are older but I am mature enough to understand them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0164,ONLINE_STRANGERS_GROOMING_RISK,What should I do if a person who joined my class chat on an online study group pretends to be my age but their messages sound like an adult?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0165,ONLINE_STRANGERS_GROOMING_RISK,What should I save as proof if someone who says they understand me better than my family on my email says they are older but I am mature enough to understand them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0166,ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they will not tell me their real age but asks personal questions on a new app they asked me to install?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0167,ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if a person from a gaming server on a gaming app will not tell me their real age but asks personal questions?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0168,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if an older person from a group chat on YouTube comments pretends to be my age but their messages sound like an adult?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0169,ONLINE_STRANGERS_GROOMING_RISK,How can I stay safe when someone who says they are a talent scout on Roblox chat says they are older but I am mature enough to understand them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0170,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if someone from a homework help group on an online study group says they are older but I am mature enough to understand them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0171,ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they says they are older but I am mature enough to understand them on a gaming app?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0172,ONLINE_STRANGERS_GROOMING_RISK,Is this grooming if someone from a fan group on Telegram pretends to be my age but their messages sound like an adult?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0173,ONLINE_STRANGERS_GROOMING_RISK,How can I stay safe when a person who joined my class chat on Facebook Messenger says they are older but I am mature enough to understand them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0174,ONLINE_STRANGERS_GROOMING_RISK,What are safe steps if someone I met through a drawing community on a gaming app says they are older but I am mature enough to understand them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0175,ONLINE_STRANGERS_GROOMING_RISK,What does it mean when a person who follows me on social media on a private message pretends to be my age but their messages sound like an adult?,TECHNOLOGY,GROOMING,"[""GROOMING""]",age_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0176,ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if an older person from a group chat on Minecraft server chat keeps warning me not to screenshot our chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]",threat_blackmail,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0177,ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that a neighbour I barely know on a fan club chat said I will get in trouble if anyone sees our conversation?,TECHNOLOGY,GROOMING,"[""GROOMING""]",threat_blackmail,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0178,ONLINE_STRANGERS_GROOMING_RISK,What should I save as proof if someone who says they know my school on YouTube comments threatened to tell lies about me if I block them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",threat_blackmail,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0179,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if a neighbour I barely know on a school group chat said I will get in trouble if anyone sees our conversation?,TECHNOLOGY,GROOMING,"[""GROOMING""]",threat_blackmail,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0180,ONLINE_STRANGERS_GROOMING_RISK,Should I block someone who says they are a talent scout on a secret chat if they said they will share my messages if I stop replying?,TECHNOLOGY,GROOMING,"[""GROOMING""]",threat_blackmail,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0181,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if a person from my sports practice on a video calling app threatened to tell lies about me if I block them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",threat_blackmail,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0182,ONLINE_STRANGERS_GROOMING_RISK,How can I stay safe when a friend of my cousin on a gaming app keeps warning me not to screenshot our chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]",threat_blackmail,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0183,ONLINE_STRANGERS_GROOMING_RISK,How can I stay safe when someone from a music fan page on a secret chat said they will share my messages if I stop replying?,TECHNOLOGY,GROOMING,"[""GROOMING""]",threat_blackmail,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0184,ONLINE_STRANGERS_GROOMING_RISK,What should I do if someone I met through a drawing community on Minecraft server chat threatened to tell lies about me if I block them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",threat_blackmail,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0185,ONLINE_STRANGERS_GROOMING_RISK,What should I do if a person who comments on my posts a lot on my email keeps warning me not to screenshot our chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]",threat_blackmail,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0186,ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if a stranger who says they are also a kid on WhatsApp threatened to tell lies about me if I block them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",threat_blackmail,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0187,ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they keeps warning me not to screenshot our chat on a video calling app?,TECHNOLOGY,GROOMING,"[""GROOMING""]",threat_blackmail,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
