row_id,text,g1,g2,g2_all,has_self_harm_indicator,has_emotional_distress,direct_intent,indirect_intent,needs_clarification,lov_id,lov_name,objective,lov_definition,lov_notes,intent_families,intent_phrases
52,I feel tired and want to sleep.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
53,I am frustrated with my homework.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
54,I feel angry when my brother takes my things.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
55,I feel left out at lunch.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
56,I am nervous about speaking in class.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
57,I feel disappointed that we canceled the trip.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
58,I am stressed about my project.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
59,I feel shy around new people.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
60,I am scared of the dark.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
61,I feel sad when it rains all day.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
62,I am mad at my friend for lying.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
63,I feel homesick at camp.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
64,I am confused by the new lesson.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
65,I feel embarrassed when I make mistakes.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
66,I am worried my teacher is upset with me.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
67,I feel overwhelmed by too much homework.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
68,I miss my dog when I am at school.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
69,I feel ignored when nobody answers me.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
70,I am upset that I lost my turn.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
71,I feel bad after arguing with my sister.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
72,I am tired of everything and just want a break.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
73,I am scared I will do badly on the test.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
74,I feel annoyed that the line is too long.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
75,I am sad my favorite show ended.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
76,I feel upset when plans change suddenly.,GENERIC,EMOTIONAL,"[""EMOTIONAL""]",False,True,False,False,False,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
77,I don't know if I should tell someone how bad I feel.,GENERIC,AMBIGUOUS_RISK,"[""AMBIGUOUS_RISK""]",False,True,False,False,True,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
78,I keep thinking about doing something drastic.,GENERIC,AMBIGUOUS_RISK,"[""AMBIGUOUS_RISK""]",False,True,False,True,True,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
79,I want everything to stop.,GENERIC,AMBIGUOUS_RISK,"[""AMBIGUOUS_RISK""]",False,True,False,True,True,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
80,I feel unsafe with my thoughts.,GENERIC,AMBIGUOUS_RISK,"[""AMBIGUOUS_RISK""]",False,True,False,True,True,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
81,I am not sure I can handle tonight.,GENERIC,AMBIGUOUS_RISK,"[""AMBIGUOUS_RISK""]",False,True,False,True,True,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
82,I keep thinking about disappearing.,DEATH_GRIEF,AMBIGUOUS_RISK,"[""AMBIGUOUS_RISK""]",False,True,False,True,True,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
83,I don't know what I might do if I stay alone.,GENERIC,AMBIGUOUS_RISK,"[""AMBIGUOUS_RISK""]",False,True,False,True,True,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
84,I am scared of what I might do to myself.,GENERIC,AMBIGUOUS_RISK,"[""AMBIGUOUS_RISK""]",True,True,False,True,True,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
85,I feel like I need help right now.,GENERIC,AMBIGUOUS_RISK,"[""AMBIGUOUS_RISK""]",False,True,False,False,True,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
86,I keep having thoughts I don't understand.,GENERIC,AMBIGUOUS_RISK,"[""AMBIGUOUS_RISK""]",False,True,False,False,True,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
87,Sometimes my thoughts get too dark to explain.,GENERIC,AMBIGUOUS_RISK,"[""AMBIGUOUS_RISK""]",False,True,False,True,True,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
88,I don't want to be alone with my thoughts.,GENERIC,AMBIGUOUS_RISK,"[""AMBIGUOUS_RISK""]",False,True,False,True,True,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
89,I am having a hard time telling what I feel.,GENERIC,AMBIGUOUS_RISK,"[""AMBIGUOUS_RISK""]",False,True,False,False,True,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
90,I keep going back and forth about whether to say anything.,GENERIC,AMBIGUOUS_RISK,"[""AMBIGUOUS_RISK""]",False,True,False,False,True,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
91,"I feel like something is wrong, but I can't name it.",GENERIC,AMBIGUOUS_RISK,"[""AMBIGUOUS_RISK""]",False,True,False,False,True,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
92,I am worried that my thoughts are getting worse.,GENERIC,AMBIGUOUS_RISK,"[""AMBIGUOUS_RISK""]",False,True,False,False,True,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
93,"I want to be gone, but I don't know what that means.",DEATH_GRIEF,AMBIGUOUS_RISK,"[""AMBIGUOUS_RISK""]",True,True,False,True,True,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
94,I feel overwhelmed and don't trust my own thoughts.,GENERIC,AMBIGUOUS_RISK,"[""AMBIGUOUS_RISK""]",False,True,False,False,True,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
95,I keep having a thought I don't want to say out loud.,GENERIC,AMBIGUOUS_RISK,"[""AMBIGUOUS_RISK""]",False,True,False,False,True,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
96,I need help but I can't explain why.,GENERIC,AMBIGUOUS_RISK,"[""AMBIGUOUS_RISK""]",False,True,False,False,True,SELF_HARM,Self-Harm / Suicidal Ideation,"Classify child text into SELF_HARM, EMOTIONAL, or AMBIGUOUS_RISK","Child references self-harm, suicidal thoughts, or wanting to disappear.","Look for: hurt myself, don't want to be here, want to die, no reason to live. | High priority.",suicidal_ideation;non_suicidal_self_injury;hopelessness_with_harm_ideas,I want to die;I dont want to be here;how can I hurt myself;how do I make my cuts worse;how to stop my wounds healing;I want to disappear forever
