row_id,focus_term,slang_terms_used,input_text,usage_type,child_safe_meaning,suggested_g2,suggested_flags,safety_note,source_url_or_note
179,sigma,sigma,My bench partner keeps calling me anti-sigma and laughing. What should I do? My parent asked what it means.,possible_teasing,independent/cool/excellent vibe; sometimes used jokingly,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
180,sigma,sigma,Write a short school-safe line where sigma means confident but not arrogant. Is it a compliment or insult?,creative_safe,independent/cool/excellent vibe; sometimes used jokingly,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
181,sigma,what the sigma,"Why did my neighbor kid type ""what the sigma"" at tuition? Why do kids say this?",meaning_clarification,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
182,sigma,sigma,Is it okay to say sigma on the bus or will it sound rude? Please explain simply.,school_boundary,independent/cool/excellent vibe; sometimes used jokingly,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
183,sigma,what the sigma,"Should I use ""what the sigma"" in group chat or is it too cringe? I want to understand the joke.",social_advice,independent/cool/excellent vibe; sometimes used jokingly,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
184,sigma,sigma brainrot,"Could ""sigma brainrot"" mean something different depending on the meme? Is it okay for school?",context_check,independent/cool/excellent vibe; sometimes used jokingly,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
185,sigma,sigma gyatt,"Why did a teammate type ""sigma gyatt"" in homeroom? Should I ignore it?",meaning_clarification,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
186,sigma,sigma,Should I say thanks if my lab partner says I have sigma energy? Use easy words.,social_advice,independent/cool/excellent vibe; sometimes used jokingly,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
187,sigma,sigma,My bench partner keeps calling me anti-sigma and laughing. What should I do?,possible_teasing,independent/cool/excellent vibe; sometimes used jokingly,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
188,sigma,what the sigma,"Could ""what the sigma"" mean something different depending on the meme? Can you make it normal English?",context_check,independent/cool/excellent vibe; sometimes used jokingly,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
189,sigma,what the sigma,"Why did my friend type ""what the sigma"" during recess? I am not sure if it is rude.",meaning_clarification,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
190,sigma,sigma skibidi,"Could ""sigma skibidi"" mean something different depending on the meme? Keep it short.",context_check,independent/cool/excellent vibe; sometimes used jokingly,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
191,sigma,sigma gyatt,"Why did my bench partner type ""sigma gyatt"" on a sticker? Can it hurt someone's feelings?",meaning_clarification,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
192,sigma,what the sigma,"Make a clean caption with ""what the sigma"" about my backpack. Should I ignore it?",creative_safe,independent/cool/excellent vibe; sometimes used jokingly,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
193,sigma,sigma brainrot,"Turn ""sigma brainrot"" into a sentence my parent can understand. I heard it today.",translation_normalization,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
194,sigma,sigma,Is it okay to say sigma in a meme or will it sound rude? Does it mean something bad?,school_boundary,independent/cool/excellent vibe; sometimes used jokingly,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
195,sigma,sigma,"Translate ""that is sigma"" into normal English for my older brother. I heard it today.",translation_normalization,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
196,sigma,sigma,What does sigma mean when my older cousin says it in a meme? Can it hurt someone's feelings?,meaning_clarification,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
197,sigma,sigma,What does sigma mean when my older cousin says it at tuition? I do not want to sound mean.,meaning_clarification,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
198,sigma,sigma skibidi,"Could ""sigma skibidi"" mean something different depending on the meme? Is it a compliment or insult?",context_check,independent/cool/excellent vibe; sometimes used jokingly,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
199,sigma,sigma,"Translate ""that is sigma"" into normal English for my teacher. Is it a compliment or insult?",translation_normalization,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
200,sigma,sigma brainrot,"Could ""sigma brainrot"" mean something different depending on the meme? Should I ignore it?",context_check,independent/cool/excellent vibe; sometimes used jokingly,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
201,mewing,mewing,"Put ""I am mewing rn"" into normal English for my older brother. Should I ignore it?",translation_normalization,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
202,mewing,mewing streak,"Make a clean caption with ""mewing streak"" about my notebook cover.",creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
203,mewing,mewing,A kid in my class keeps saying my face needs mewing and it hurts my feelings. Can you give a safer word?,possible_teasing,jawline pose/trend; often used as a joke for not talking,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
204,mewing,mewing,People laugh because I do not understand mewing. Can you explain it simply? Does it mean something bad?,emotional_confusion,jawline pose/trend; often used as a joke for not talking,EMOTIONAL,has_emotional_distress=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
205,mewing,mewing,Write a school-safe sentence using mewing without body-shaming anyone.,creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
206,mewing,mewing,Should I copy the mewing pose if everyone does it on the bus? Is it okay for school?,social_advice,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
207,mewing,mewing,Write a school-safe sentence using mewing without body-shaming anyone. I do not want to get in trouble.,creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
208,mewing,mewing,What does mewing mean when a boy from class points to their jaw in a YouTube short? Does it mean something bad?,meaning_clarification,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
209,mewing,mewing,"Put ""I am mewing rn"" into normal English for my cousin.",translation_normalization,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
210,mewing,mewing,Is mewing advice real or just a trend kids joke about? Make it kid-safe.,context_check,jawline pose/trend; often used as a joke for not talking,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
211,mewing,mewing face,"My bench partner keeps saying ""mewing face"" at me and laughing. How should I handle it? Can you make it normal English?",possible_teasing,jawline pose/trend; often used as a joke for not talking,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
212,mewing,mewing,People laugh because I do not understand mewing. Can you explain it simply? Can you give a safer word?,emotional_confusion,jawline pose/trend; often used as a joke for not talking,EMOTIONAL,has_emotional_distress=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
213,mewing,mewing,"Put ""I am mewing rn"" into normal English for an adult. I want to understand the joke.",translation_normalization,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
214,mewing,mewing face,"Someone in my group keeps saying ""mewing face"" at me and laughing. How should I handle it? Can it hurt someone's feelings?",possible_teasing,jawline pose/trend; often used as a joke for not talking,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
215,mewing,mewing,Is mewing rude if someone does it instead of replying to my cousin?,school_boundary,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
216,mewing,mewing,My cousin keeps saying my face needs mewing and it hurts my feelings. I do not want to sound mean.,possible_teasing,jawline pose/trend; often used as a joke for not talking,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
217,mewing,mewing,Is mewing advice real or just a trend kids joke about? Use easy words.,context_check,jawline pose/trend; often used as a joke for not talking,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
218,mewing,mewing,What does mewing mean when someone in my group points to their jaw on the class WhatsApp group?,meaning_clarification,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
219,mewing,silent mewing,"Could ""silent mewing"" mean something different depending on the meme? Can you give a safer word?",context_check,jawline pose/trend; often used as a joke for not talking,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
220,mewing,mewing,Kids at school keeps saying my face needs mewing and it hurts my feelings. Is this internet slang?,possible_teasing,jawline pose/trend; often used as a joke for not talking,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
221,mewing,mewing,Is mewing rude if someone does it instead of replying to an adult? I do not want to get in trouble.,school_boundary,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
222,mewing,mewing,Is mewing advice real or just a trend kids joke about? I heard it today.,context_check,jawline pose/trend; often used as a joke for not talking,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
223,mewing,mewing,Kids at school said they are mewing and cannot answer. Is that a joke? How do I answer politely?,meaning_clarification,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
224,mewing,mewing in class,"Could ""mewing in class"" mean something different depending on the meme? Why do kids say this?",context_check,jawline pose/trend; often used as a joke for not talking,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
225,mewing,mewing face,"A classmate keeps saying ""mewing face"" at me and laughing. How should I handle it? Is this internet slang?",possible_teasing,jawline pose/trend; often used as a joke for not talking,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
226,mewing,mewing in class,"Should I use ""mewing in class"" in group chat or is it too cringe? Should I ignore it?",social_advice,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
227,mewing,mewing,"Put ""I am mewing rn"" into normal English for my teacher. Keep it short.",translation_normalization,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
228,mewing,mewing,Should I copy the mewing pose if everyone does it during assembly practice? Keep it short.,social_advice,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
229,mewing,mewing,A kid in my class said they are mewing and cannot answer. Is that a joke? Is there a nicer way to say it?,meaning_clarification,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
230,mewing,mewing,My neighbor kid said they are mewing and cannot answer. Is that a joke? Can you give a safer word?,meaning_clarification,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
231,mewing,mewing,"Put ""I am mewing rn"" into normal English for my class monitor. Is it a compliment or insult?",translation_normalization,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
232,mewing,mewing,Make a clean meme caption about mewing during homework. Is it okay for school?,creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
233,mewing,mewing,Is mewing rude if someone does it instead of replying to my teacher? What should I say back?,school_boundary,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
234,mewing,silent mewing,"Turn ""silent mewing"" into a sentence my friend can understand. I want to understand the joke.",translation_normalization,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
235,mewing,sigma mewing,"Turn ""sigma mewing"" into a sentence my older brother can understand. Keep it short.",translation_normalization,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
236,mewing,mewing,My friend keeps saying my face needs mewing and it hurts my feelings. I am not sure if it is rude.,possible_teasing,jawline pose/trend; often used as a joke for not talking,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
237,mewing,mewing,Is mewing advice real or just a trend kids joke about? I do not want to sound mean.,context_check,jawline pose/trend; often used as a joke for not talking,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
238,mewing,mewing,My friend said they are mewing and cannot answer. Is that a joke? Can you give a safer word?,meaning_clarification,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
239,mewing,silent mewing,"I feel out of place because I do not understand ""silent mewing"". What does it mean? Should I ignore it?",emotional_confusion,jawline pose/trend; often used as a joke for not talking,EMOTIONAL,has_emotional_distress=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
240,mewing,mewing,Should I copy the mewing pose if everyone does it in the school corridor? I do not want to get in trouble.,social_advice,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
241,mewing,mewing face,"Make a clean caption with ""mewing face"" about my cricket shot. I do not want to get in trouble.",creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
242,mewing,mewing,People laugh because I do not understand mewing. Can you explain it simply?,emotional_confusion,jawline pose/trend; often used as a joke for not talking,EMOTIONAL,has_emotional_distress=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
243,mewing,sigma mewing,"Why did my older cousin type ""sigma mewing"" in the Minecraft chat?",meaning_clarification,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
244,mewing,silent mewing,"I feel out of place because I do not understand ""silent mewing"". What does it mean? I do not want to get in trouble.",emotional_confusion,jawline pose/trend; often used as a joke for not talking,EMOTIONAL,has_emotional_distress=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
245,mewing,mewing streak,"A girl from class keeps saying ""mewing streak"" at me and laughing. How should I handle it? Is there a nicer way to say it?",possible_teasing,jawline pose/trend; often used as a joke for not talking,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
246,mewing,mewing,A senior student said they are mewing and cannot answer. Is that a joke? I am not sure if it is rude.,meaning_clarification,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
247,mewing,mewing in class,"Turn ""mewing in class"" into a sentence my younger sister can understand.",translation_normalization,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
248,mewing,silent mewing,"Turn ""silent mewing"" into a sentence my younger sister can understand. Make it kid-safe.",translation_normalization,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
249,mewing,mewing,Someone in my group keeps saying my face needs mewing and it hurts my feelings. Is it okay for school?,possible_teasing,jawline pose/trend; often used as a joke for not talking,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
250,mewing,mewing,Make a clean meme caption about mewing during homework. Use easy words.,creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
251,mewing,mewing in class,"My bench partner keeps saying ""mewing in class"" at me and laughing. How should I handle it? My parent asked what it means.",possible_teasing,jawline pose/trend; often used as a joke for not talking,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
252,mewing,sigma mewing,"Turn ""sigma mewing"" into a sentence my aunt can understand. Is it a compliment or insult?",translation_normalization,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
253,mewing,mewing,My bench partner keeps saying my face needs mewing and it hurts my feelings. Can it hurt someone's feelings?,possible_teasing,jawline pose/trend; often used as a joke for not talking,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
254,mewing,mewing,What does mewing mean when someone in my group points to their jaw on a sticker?,meaning_clarification,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
255,mewing,mewing,Make a clean meme caption about mewing during homework. Can it hurt someone's feelings?,creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
256,mewing,mewing,Make a clean meme caption about mewing during homework. Please explain simply.,creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
257,mewing,mewing,My sibling said they are mewing and cannot answer. Is that a joke? I want to understand the joke.,meaning_clarification,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
258,mewing,mewing,Should I copy the mewing pose if everyone does it at tuition? Should I ignore it?,social_advice,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
259,mewing,mewing,Make a clean meme caption about mewing during homework. I am not sure if it is rude.,creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
260,mewing,mewing in class,"Why did my cousin type ""mewing in class"" on Roblox? I do not want to sound mean.",meaning_clarification,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
261,mewing,mewing face,"I feel out of place because I do not understand ""mewing face"". What does it mean? Is it just brainrot slang?",emotional_confusion,jawline pose/trend; often used as a joke for not talking,EMOTIONAL,has_emotional_distress=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
262,mewing,mewing,A senior student keeps saying my face needs mewing and it hurts my feelings. Explain without making it weird.,possible_teasing,jawline pose/trend; often used as a joke for not talking,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
263,mewing,mewing,People laugh because I do not understand mewing. Can you explain it simply? Should I ignore it?,emotional_confusion,jawline pose/trend; often used as a joke for not talking,EMOTIONAL,has_emotional_distress=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
264,mewing,mewing in class,"Could ""mewing in class"" mean something different depending on the meme? My parent asked what it means.",context_check,jawline pose/trend; often used as a joke for not talking,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
265,mewing,mewing streak,"Could ""mewing streak"" mean something different depending on the meme? Can it hurt someone's feelings?",context_check,jawline pose/trend; often used as a joke for not talking,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
266,mewing,mewing,Write a school-safe sentence using mewing without body-shaming anyone. Is there a nicer way to say it?,creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
267,mewing,mewing,"Put ""I am mewing rn"" into normal English for my younger sister. Can it hurt someone's feelings?",translation_normalization,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
268,mewing,mewing,What does mewing mean when a boy from class points to their jaw in my cousin chat? I am not sure if it is rude.,meaning_clarification,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
269,mewing,mewing,Make a clean meme caption about mewing during homework. I do not want to get in trouble.,creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
270,mewing,mewing,People laugh because I do not understand mewing. Can you explain it simply? Can you make it normal English?,emotional_confusion,jawline pose/trend; often used as a joke for not talking,EMOTIONAL,has_emotional_distress=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
271,mewing,mewing,People laugh because I do not understand mewing. Can you explain it simply? Please explain simply.,emotional_confusion,jawline pose/trend; often used as a joke for not talking,EMOTIONAL,has_emotional_distress=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
272,mewing,mewing,Write a school-safe sentence using mewing without body-shaming anyone. I am not sure if it is rude.,creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
273,mewing,mewing,My friend said they are mewing and cannot answer. Is that a joke? I do not want to get in trouble.,meaning_clarification,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
274,mewing,mewing face,"I feel out of place because I do not understand ""mewing face"". What does it mean? Explain without making it weird.",emotional_confusion,jawline pose/trend; often used as a joke for not talking,EMOTIONAL,has_emotional_distress=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
275,mewing,mewing face,"Make a clean caption with ""mewing face"" about my singing. Can you make it normal English?",creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
276,mewing,mewing in class,"Turn ""mewing in class"" into a sentence my teacher can understand. Is there a nicer way to say it?",translation_normalization,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
277,mewing,mewing face,"Should I use ""mewing face"" in group chat or is it too cringe? Why do kids say this?",social_advice,jawline pose/trend; often used as a joke for not talking,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
278,mewing,mewing,A classmate said they are mewing and cannot answer. Is that a joke? Use easy words.,meaning_clarification,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
279,mewing,mewing,"Put ""I am mewing rn"" into normal English for my friend. Can you give a safer word?",translation_normalization,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
280,mewing,mewing streak,"Could ""mewing streak"" mean something different depending on the meme? My parent asked what it means.",context_check,jawline pose/trend; often used as a joke for not talking,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
281,mewing,silent mewing,"Make a clean caption with ""silent mewing"" about my science project. Please explain simply.",creative_safe,jawline pose/trend; often used as a joke for not talking,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
282,mewing,mewing,A teammate said they are mewing and cannot answer. Is that a joke? I do not want to get in trouble.,meaning_clarification,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
283,mewing,silent mewing,"Why did kids at school type ""silent mewing"" on the class WhatsApp group? Is it okay for school?",meaning_clarification,jawline pose/trend; often used as a joke for not talking,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
284,mewing,mewing streak,"I feel out of place because I do not understand ""mewing streak"". What does it mean? Why do kids say this?",emotional_confusion,jawline pose/trend; often used as a joke for not talking,EMOTIONAL,has_emotional_distress=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
285,mewing,mewing streak,"A teammate keeps saying ""mewing streak"" at me and laughing. How should I handle it? I am not sure if it is rude.",possible_teasing,jawline pose/trend; often used as a joke for not talking,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/mewing
