Topic,Question,G1,G2,G2_all
ONLINE_STRANGERS_GROOMING_RISK,How do I say no when a person from my tuition class on Telegram will not tell me their real age but asks personal questions?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Should I block someone I met in an online game on YouTube comments if they keeps asking if I like talking to older people?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they pretends to be my age but their messages sound like an adult on Roblox chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if a friend of my cousin on my email says they are older but I am mature enough to understand them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is this grooming if a person from my sports practice on my email will not tell me their real age but asks personal questions?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if someone from a music fan page on a school group chat says age does not matter in a close friendship?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What does it mean when a stranger who says they are also a kid on a text message will not tell me their real age but asks personal questions?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I save as proof if a person from a gaming server on a private message says age does not matter in a close friendship?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when a neighbour I barely know on an online study group says they are older but I am mature enough to understand them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I do if a person who joined my class chat on an online study group pretends to be my age but their messages sound like an adult?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I save as proof if someone who says they understand me better than my family on my email says they are older but I am mature enough to understand them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they will not tell me their real age but asks personal questions on a new app they asked me to install?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if a person from a gaming server on a gaming app will not tell me their real age but asks personal questions?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if an older person from a group chat on YouTube comments pretends to be my age but their messages sound like an adult?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How can I stay safe when someone who says they are a talent scout on Roblox chat says they are older but I am mature enough to understand them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if someone from a homework help group on an online study group says they are older but I am mature enough to understand them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they says they are older but I am mature enough to understand them on a gaming app?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is this grooming if someone from a fan group on Telegram pretends to be my age but their messages sound like an adult?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How can I stay safe when a person who joined my class chat on Facebook Messenger says they are older but I am mature enough to understand them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What are safe steps if someone I met through a drawing community on a gaming app says they are older but I am mature enough to understand them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What does it mean when a person who follows me on social media on a private message pretends to be my age but their messages sound like an adult?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if an older person from a group chat on Minecraft server chat keeps warning me not to screenshot our chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that a neighbour I barely know on a fan club chat said I will get in trouble if anyone sees our conversation?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I save as proof if someone who says they know my school on YouTube comments threatened to tell lies about me if I block them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if a neighbour I barely know on a school group chat said I will get in trouble if anyone sees our conversation?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Should I block someone who says they are a talent scout on a secret chat if they said they will share my messages if I stop replying?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if a person from my sports practice on a video calling app threatened to tell lies about me if I block them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How can I stay safe when a friend of my cousin on a gaming app keeps warning me not to screenshot our chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How can I stay safe when someone from a music fan page on a secret chat said they will share my messages if I stop replying?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I do if someone I met through a drawing community on Minecraft server chat threatened to tell lies about me if I block them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I do if a person who comments on my posts a lot on my email keeps warning me not to screenshot our chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if a stranger who says they are also a kid on WhatsApp threatened to tell lies about me if I block them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they keeps warning me not to screenshot our chat on a video calling app?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when a person from a gaming server on WhatsApp said they will embarrass me online if I tell an adult?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I do if someone who says they are a talent scout on a video calling app threatened to tell lies about me if I block them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How can I stay safe when a stranger who messaged me after seeing my profile on Telegram threatened to tell lies about me if I block them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Should I block a person from a local community group on a school group chat if they said they will embarrass me online if I tell an adult?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I do if a friend of my cousin on WhatsApp said they will embarrass me online if I tell an adult?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Should I block a stranger who messaged me after seeing my profile on a private message if they said I will get in trouble if anyone sees our conversation?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it safe if someone from a music fan page on a voice chat said I will get in trouble if anyone sees our conversation?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I do if someone from a fan group on Instagram threatened to tell lies about me if I block them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What does it mean when a friend of my cousin on an online study group threatened to tell lies about me if I block them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that a person who says they can help me become popular on YouTube comments said I will get in trouble if anyone sees our conversation?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is this grooming if someone from a fan group on Roblox chat threatened to tell lies about me if I block them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they said they will share my messages if I stop replying on a private message?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What are safe steps if someone I met through a drawing community on a fan club chat keeps warning me not to screenshot our chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when a person from my tuition class on Telegram gets angry when I do not say I care about them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I save as proof if someone who says they understand me better than my family on a fan club chat says I hurt them if I do not chat late at night?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if a stranger who messaged me after seeing my profile on a video calling app says they cannot live without my replies?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What are safe steps if someone I met through a drawing community on a school group chat keeps saying our bond is special and no one else should know?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that a person who comments on my posts a lot on a text message says I am the only person who makes them happy?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when a friend of my cousin on a video calling app says I am the only person who makes them happy?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they says I hurt them if I do not chat late at night on a text message?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when a person who follows me on social media on Minecraft server chat gets angry when I do not say I care about them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they says they cannot live without my replies on a gaming app?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What does it mean when a person from a gaming server on my email keeps saying our bond is special and no one else should know?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it safe if someone who says they are a talent scout on a school group chat keeps saying our bond is special and no one else should know?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if a person who says they can help me become popular on Discord gets angry when I do not say I care about them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What are safe steps if a person who says they can help me become popular on my email says they cannot live without my replies?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What does it mean when a person who says they are my online best friend on Roblox chat says I hurt them if I do not chat late at night?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How can I stay safe when a neighbour I barely know on Snapchat gets angry when I do not say I care about them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when someone who says they know my school on Facebook Messenger says I hurt them if I do not chat late at night?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when an older person from a group chat on a private message says I hurt them if I do not chat late at night?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they keeps saying our bond is special and no one else should know on a private message?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Why do I feel uncomfortable when someone I met in an online game on WhatsApp says they cannot live without my replies?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is this grooming if someone I met during an online quiz on Roblox chat says they cannot live without my replies?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How can I stay safe when a person from a gaming server on a text message says they cannot live without my replies?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when a friend of my cousin on a fan club chat says they cannot live without my replies?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What are safe steps if a person who follows me on social media on a video calling app says I hurt them if I do not chat late at night?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it safe if a person from a gaming server on Discord says I am the only person who makes them happy?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it safe if someone from a homework help group on WhatsApp keeps saying our bond is special and no one else should know?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What are safe steps if someone I met through a drawing community on WhatsApp changes normal chats into uncomfortable personal topics?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Should I block a person who joined my class chat on Discord if they changes normal chats into uncomfortable personal topics?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that a person who follows me on social media on YouTube comments sends messages that feel inappropriate and says I am overreacting?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when a stranger from a video app on my email keeps making grown-up jokes that make me uncomfortable?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I do if an older person from a group chat on Snapchat asks me to keep talking even when the topic feels wrong?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they keeps making grown-up jokes that make me uncomfortable on Instagram?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when a stranger who says they are also a kid on a video calling app keeps making grown-up jokes that make me uncomfortable?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when someone who says they are a talent scout on my email keeps making grown-up jokes that make me uncomfortable?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Should I block a person who comments on my posts a lot on Minecraft server chat if they asks questions that feel too private for a child?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if someone from a music fan page on Discord asks questions that feel too private for a child?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if a person from my sports practice on YouTube comments keeps making grown-up jokes that make me uncomfortable?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Why do I feel uncomfortable when a person from my tuition class on WhatsApp asks me to keep talking even when the topic feels wrong?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it safe if someone I met through a drawing community on a school group chat keeps making grown-up jokes that make me uncomfortable?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How do I say no when a stranger who says they are also a kid on WhatsApp keeps making grown-up jokes that make me uncomfortable?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Why do I feel uncomfortable when a person who follows me on social media on a school group chat sends messages that feel inappropriate and says I am overreacting?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they keeps making grown-up jokes that make me uncomfortable on a text message?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How can I stay safe when a senior student at school on a gaming app keeps making grown-up jokes that make me uncomfortable?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is this grooming if an older person from a group chat on a secret chat asks me to keep talking even when the topic feels wrong?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What does it mean when someone I met during an online quiz on Telegram sends messages that feel inappropriate and says I am overreacting?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if a neighbour I barely know on Roblox chat asks questions that feel too private for a child?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if a stranger who messaged me after seeing my profile on Roblox chat keeps making grown-up jokes that make me uncomfortable?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if someone from a homework help group on Minecraft server chat asks questions that feel too private for a child?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I do if someone from a fan group on an online study group changes normal chats into uncomfortable personal topics?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I save as proof if a friend of my cousin on a gaming app asks me to keep talking even when the topic feels wrong?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How can I stay safe when a person who follows me on social media on a secret chat asks me to keep talking even when the topic feels wrong?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What are safe steps if someone who says they understand me better than my family on a text message keeps telling me not to save any messages?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if a stranger from a video app on Snapchat told me to delete our chat after every conversation?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How do I say no when someone from a music fan page on a gaming app asked me to use a nickname so adults cannot find the chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they asked me to turn off disappearing message alerts on an online study group?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that a stranger who messaged me after seeing my profile on an online study group said I should clear call history so no one worries?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if a stranger from a video app on a fan club chat told me to delete our chat after every conversation?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that a senior student at school on Snapchat asked me to turn off disappearing message alerts?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I do if someone who says they understand me better than my family on a secret chat keeps telling me not to save any messages?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I save as proof if someone who says they understand me better than my family on WhatsApp said I should clear call history so no one worries?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What are safe steps if a stranger who messaged me after seeing my profile on a text message keeps telling me not to save any messages?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if someone who says they know my school on a secret chat told me to delete our chat after every conversation?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What does it mean when a stranger who says they are also a kid on a secret chat keeps telling me not to save any messages?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I do if someone who says they understand me better than my family on Instagram told me to delete our chat after every conversation?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I do if a person from my tuition class on Minecraft server chat said I should clear call history so no one worries?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they told me to delete our chat after every conversation on a school group chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if someone I met during an online quiz on Facebook Messenger asked me to use a nickname so adults cannot find the chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when someone I met during an online quiz on YouTube comments said I should clear call history so no one worries?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How do I say no when an older person from a group chat on Discord asked me to use a nickname so adults cannot find the chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that someone I met through a drawing community on a new app they asked me to install asked me to use a nickname so adults cannot find the chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if an older person from a group chat on Roblox chat keeps telling me not to save any messages?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Why do I feel uncomfortable when someone who says they know my school on a gaming app asked me to turn off disappearing message alerts?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is this grooming if a person who joined my class chat on a text message told me to delete our chat after every conversation?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when someone I met in an online game on Roblox chat asked me to turn off disappearing message alerts?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How do I say no when a person from a local community group on a gaming app said I should clear call history so no one worries?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I do if someone who says they understand me better than my family on Minecraft server chat keeps telling me not to save any messages?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What are safe steps if a person from my tuition class on WhatsApp claims they can get me into a team if I keep it secret?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if a stranger from a video app on a fan club chat says they can make me famous if I trust them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How do I say no when someone I met through a drawing community on a gaming app offered coaching but wants personal details first?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that a stranger who says they are also a kid on a text message offered coaching but wants personal details first?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I save as proof if someone who says they understand me better than my family on my email offered to mentor me but avoids speaking to my parents?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I do if a person who comments on my posts a lot on Roblox chat says they can help with my homework only if we chat privately?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if someone who says they understand me better than my family on a private message offered coaching but wants personal details first?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if a friend of my cousin on a video calling app offered to mentor me but avoids speaking to my parents?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they says they can help with my homework only if we chat privately on Roblox chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that someone who says they know my school on my email claims they can get me into a team if I keep it secret?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is this grooming if a person from my tuition class on a fan club chat offered to mentor me but avoids speaking to my parents?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that someone who says they understand me better than my family on my email offered coaching but wants personal details first?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if someone from a homework help group on a video calling app claims they can get me into a team if I keep it secret?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when a stranger from a video app on Minecraft server chat says they can help with my homework only if we chat privately?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they says they can make me famous if I trust them on YouTube comments?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I do if a person who says they can help me become popular on Instagram says they can make me famous if I trust them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How do I say no when a friend of my cousin on Instagram claims they can get me into a team if I keep it secret?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How do I say no when someone who says they understand me better than my family on Roblox chat says they can help with my homework only if we chat privately?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is this grooming if someone I met in an online game on Discord says they can help with my homework only if we chat privately?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Should I block someone I met through a drawing community on my email if they offered coaching but wants personal details first?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they offered coaching but wants personal details first on YouTube comments?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What does it mean when someone who says they are a talent scout on Instagram says they can help with my homework only if we chat privately?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,How can I stay safe when someone from a music fan page on Instagram claims they can get me into a team if I keep it secret?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when a person who comments on my posts a lot on Roblox chat offered to mentor me but avoids speaking to my parents?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Why do I feel uncomfortable when a person from my sports practice on a school group chat says they can make me famous if I trust them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if someone I met during an online quiz on Telegram keeps calling me special and asks me not to listen to others?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they gives me lots of compliments and then asks for secrets on a voice chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I save as proof if a senior student at school on Instagram keeps calling me special and asks me not to listen to others?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What should I save as proof if someone from a music fan page on Discord messages me every day with praise and asks private questions?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it safe if a person from my tuition class on a private message says I am more mature than other kids and should trust them?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,What does it mean when a person who says they can help me become popular on an online study group makes me feel important but also asks me to hide the chats?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when a stranger who says they are also a kid on Discord makes me feel important but also asks me to hide the chats?,TECHNOLOGY,GROOMING,"[""GROOMING""]"
