row_id,input_text,transformed_input_text,transform_type
411,"Is it okay to invite her to a school event at assembly, or should I wait for a better time?","Is it okay to invite her to a school event at assembly, or should I wait for a better time?",already_ai_help_or_guidance
412,"Is it okay to ask her to play a game with our group at school, or should I wait for a better time?","Is it okay to ask her to play a game with our group at school, or should I wait for a better time?",already_ai_help_or_guidance
413,"Is it okay to ask her to play a game with our group in class, or should I wait for a better time?","Is it okay to ask her to play a game with our group in class, or should I wait for a better time?",already_ai_help_or_guidance
414,"Is it okay to ask her to play a game with our group during lunch, or should I wait for a better time?","Is it okay to ask her to play a game with our group during lunch, or should I wait for a better time?",already_ai_help_or_guidance
415,"Is it okay to ask her to play a game with our group after school, or should I wait for a better time?","Is it okay to ask her to play a game with our group after school, or should I wait for a better time?",already_ai_help_or_guidance
416,"Is it okay to ask her to play a game with our group in tuition, or should I wait for a better time?","Is it okay to ask her to play a game with our group in tuition, or should I wait for a better time?",already_ai_help_or_guidance
417,"Is it okay to ask her to play a game with our group on the bus, or should I wait for a better time?","Is it okay to ask her to play a game with our group on the bus, or should I wait for a better time?",already_ai_help_or_guidance
418,"Is it okay to ask her to play a game with our group in our group chat, or should I wait for a better time?","Is it okay to ask her to play a game with our group in our group chat, or should I wait for a better time?",already_ai_help_or_guidance
419,"Is it okay to ask her to play a game with our group during sports practice, or should I wait for a better time?","Is it okay to ask her to play a game with our group during sports practice, or should I wait for a better time?",already_ai_help_or_guidance
420,"Is it okay to ask her to play a game with our group in the library, or should I wait for a better time?","Is it okay to ask her to play a game with our group in the library, or should I wait for a better time?",already_ai_help_or_guidance
421,"Is it okay to ask her to play a game with our group at assembly, or should I wait for a better time?","Is it okay to ask her to play a game with our group at assembly, or should I wait for a better time?",already_ai_help_or_guidance
422,I feel nervous because she said no; what should I do next?,I feel nervous because she said no; what should I do next?,already_ai_help_or_guidance
423,I feel confused because she said no; what should I do next?,I feel confused because she said no; what should I do next?,already_ai_help_or_guidance
424,I feel embarrassed because she said no; what should I do next?,I feel embarrassed because she said no; what should I do next?,already_ai_help_or_guidance
425,I feel worried because she said no; what should I do next?,I feel worried because she said no; what should I do next?,already_ai_help_or_guidance
426,I feel sad because she said no; what should I do next?,I feel sad because she said no; what should I do next?,already_ai_help_or_guidance
427,I feel nervous because she did not reply; what should I do next?,I feel nervous because she did not reply; what should I do next?,already_ai_help_or_guidance
428,I feel confused because she did not reply; what should I do next?,I feel confused because she did not reply; what should I do next?,already_ai_help_or_guidance
429,I feel embarrassed because she did not reply; what should I do next?,I feel embarrassed because she did not reply; what should I do next?,already_ai_help_or_guidance
430,I feel worried because she did not reply; what should I do next?,I feel worried because she did not reply; what should I do next?,already_ai_help_or_guidance
431,I feel sad because she did not reply; what should I do next?,I feel sad because she did not reply; what should I do next?,already_ai_help_or_guidance
432,I feel nervous because she only wants to be friends; what should I do next?,I feel nervous because she only wants to be friends; what should I do next?,already_ai_help_or_guidance
433,I feel confused because she only wants to be friends; what should I do next?,I feel confused because she only wants to be friends; what should I do next?,already_ai_help_or_guidance
434,I feel embarrassed because she only wants to be friends; what should I do next?,I feel embarrassed because she only wants to be friends; what should I do next?,already_ai_help_or_guidance
435,I feel worried because she only wants to be friends; what should I do next?,I feel worried because she only wants to be friends; what should I do next?,already_ai_help_or_guidance
436,I feel sad because she only wants to be friends; what should I do next?,I feel sad because she only wants to be friends; what should I do next?,already_ai_help_or_guidance
437,I feel nervous because she laughed but I don't know why; what should I do next?,I feel nervous because she laughed but I don't know why; what should I do next?,already_ai_help_or_guidance
438,I feel confused because she laughed but I don't know why; what should I do next?,I feel confused because she laughed but I don't know why; what should I do next?,already_ai_help_or_guidance
439,I feel embarrassed because she laughed but I don't know why; what should I do next?,I feel embarrassed because she laughed but I don't know why; what should I do next?,already_ai_help_or_guidance
440,I feel worried because she laughed but I don't know why; what should I do next?,I feel worried because she laughed but I don't know why; what should I do next?,already_ai_help_or_guidance
441,I feel sad because she laughed but I don't know why; what should I do next?,I feel sad because she laughed but I don't know why; what should I do next?,already_ai_help_or_guidance
442,I feel nervous because her friends teased me; what should I do next?,I feel nervous because her friends teased me; what should I do next?,already_ai_help_or_guidance
443,I feel confused because her friends teased me; what should I do next?,I feel confused because her friends teased me; what should I do next?,already_ai_help_or_guidance
444,I feel embarrassed because her friends teased me; what should I do next?,I feel embarrassed because her friends teased me; what should I do next?,already_ai_help_or_guidance
445,I feel worried because her friends teased me; what should I do next?,I feel worried because her friends teased me; what should I do next?,already_ai_help_or_guidance
446,I feel sad because her friends teased me; what should I do next?,I feel sad because her friends teased me; what should I do next?,already_ai_help_or_guidance
447,I feel nervous because I got scared and did not ask; what should I do next?,I feel nervous because I got scared and did not ask; what should I do next?,already_ai_help_or_guidance
448,I feel confused because I got scared and did not ask; what should I do next?,I feel confused because I got scared and did not ask; what should I do next?,already_ai_help_or_guidance
449,I feel embarrassed because I got scared and did not ask; what should I do next?,I feel embarrassed because I got scared and did not ask; what should I do next?,already_ai_help_or_guidance
450,I feel worried because I got scared and did not ask; what should I do next?,I feel worried because I got scared and did not ask; what should I do next?,already_ai_help_or_guidance
451,I feel sad because I got scared and did not ask; what should I do next?,I feel sad because I got scared and did not ask; what should I do next?,already_ai_help_or_guidance
452,I feel nervous because I think she likes someone else; what should I do next?,I feel nervous because I think she likes someone else; what should I do next?,already_ai_help_or_guidance
453,I feel confused because I think she likes someone else; what should I do next?,I feel confused because I think she likes someone else; what should I do next?,already_ai_help_or_guidance
454,I feel embarrassed because I think she likes someone else; what should I do next?,I feel embarrassed because I think she likes someone else; what should I do next?,already_ai_help_or_guidance
455,I feel worried because I think she likes someone else; what should I do next?,I feel worried because I think she likes someone else; what should I do next?,already_ai_help_or_guidance
456,I feel sad because I think she likes someone else; what should I do next?,I feel sad because I think she likes someone else; what should I do next?,already_ai_help_or_guidance
457,I feel nervous because she ignored my message; what should I do next?,I feel nervous because she ignored my message; what should I do next?,already_ai_help_or_guidance
458,I feel confused because she ignored my message; what should I do next?,I feel confused because she ignored my message; what should I do next?,already_ai_help_or_guidance
459,I feel embarrassed because she ignored my message; what should I do next?,I feel embarrassed because she ignored my message; what should I do next?,already_ai_help_or_guidance
460,I feel worried because she ignored my message; what should I do next?,I feel worried because she ignored my message; what should I do next?,already_ai_help_or_guidance
461,I feel sad because she ignored my message; what should I do next?,I feel sad because she ignored my message; what should I do next?,already_ai_help_or_guidance
462,I feel nervous because I feel I am not good enough; what should I do next?,I feel nervous because I feel I am not good enough; what should I do next?,already_ai_help_or_guidance
463,I feel confused because I feel I am not good enough; what should I do next?,I feel confused because I feel I am not good enough; what should I do next?,already_ai_help_or_guidance
464,I feel embarrassed because I feel I am not good enough; what should I do next?,I feel embarrassed because I feel I am not good enough; what should I do next?,already_ai_help_or_guidance
465,I feel worried because I feel I am not good enough; what should I do next?,I feel worried because I feel I am not good enough; what should I do next?,already_ai_help_or_guidance
466,I feel sad because I feel I am not good enough; what should I do next?,I feel sad because I feel I am not good enough; what should I do next?,already_ai_help_or_guidance
467,I feel nervous because I got embarrassed in front of classmates; what should I do next?,I feel nervous because I got embarrassed in front of classmates; what should I do next?,already_ai_help_or_guidance
468,I feel confused because I got embarrassed in front of classmates; what should I do next?,I feel confused because I got embarrassed in front of classmates; what should I do next?,already_ai_help_or_guidance
469,I feel embarrassed because I got embarrassed in front of classmates; what should I do next?,I feel embarrassed because I got embarrassed in front of classmates; what should I do next?,already_ai_help_or_guidance
470,I feel worried because I got embarrassed in front of classmates; what should I do next?,I feel worried because I got embarrassed in front of classmates; what should I do next?,already_ai_help_or_guidance
471,I feel sad because I got embarrassed in front of classmates; what should I do next?,I feel sad because I got embarrassed in front of classmates; what should I do next?,already_ai_help_or_guidance
472,How do I stay respectful and calm if she said no?,How do I stay respectful and calm if she said no?,already_ai_help_or_guidance
473,How do I stay respectful and calm if she did not reply?,How do I stay respectful and calm if she did not reply?,already_ai_help_or_guidance
474,How do I stay respectful and calm if she only wants to be friends?,How do I stay respectful and calm if she only wants to be friends?,already_ai_help_or_guidance
475,How do I stay respectful and calm if she laughed but I don't know why?,How do I stay respectful and calm if she laughed but I don't know why?,already_ai_help_or_guidance
476,How do I stay respectful and calm if her friends teased me?,How do I stay respectful and calm if her friends teased me?,already_ai_help_or_guidance
477,How do I stay respectful and calm if I got scared and did not ask?,How do I stay respectful and calm if I got scared and did not ask?,already_ai_help_or_guidance
478,How do I stay respectful and calm if I think she likes someone else?,How do I stay respectful and calm if I think she likes someone else?,already_ai_help_or_guidance
479,How do I stay respectful and calm if she ignored my message?,How do I stay respectful and calm if she ignored my message?,already_ai_help_or_guidance
480,How do I stay respectful and calm if I feel I am not good enough?,How do I stay respectful and calm if I feel I am not good enough?,already_ai_help_or_guidance
481,How do I stay respectful and calm if I got embarrassed in front of classmates?,How do I stay respectful and calm if I got embarrassed in front of classmates?,already_ai_help_or_guidance
482,How can I be more popular with my classmates without pretending to be someone else?,How can I be more popular with my classmates without pretending to be someone else?,already_ai_help_or_guidance
483,How can I be more popular with the popular boys without pretending to be someone else?,How can I be more popular with the popular boys without pretending to be someone else?,already_ai_help_or_guidance
484,How can I be more popular with my football team without pretending to be someone else?,How can I be more popular with my football team without pretending to be someone else?,already_ai_help_or_guidance
485,How can I be more popular with my tuition friends without pretending to be someone else?,How can I be more popular with my tuition friends without pretending to be someone else?,already_ai_help_or_guidance
486,How can I be more popular with the kids in my section without pretending to be someone else?,How can I be more popular with the kids in my section without pretending to be someone else?,already_ai_help_or_guidance
487,How can I make more friends with my classmates without pretending to be someone else?,How can I make more friends with my classmates without pretending to be someone else?,already_ai_help_or_guidance
488,How can I make more friends with the popular boys without pretending to be someone else?,How can I make more friends with the popular boys without pretending to be someone else?,already_ai_help_or_guidance
489,How can I make more friends with my football team without pretending to be someone else?,How can I make more friends with my football team without pretending to be someone else?,already_ai_help_or_guidance
490,How can I make more friends with my tuition friends without pretending to be someone else?,How can I make more friends with my tuition friends without pretending to be someone else?,already_ai_help_or_guidance
491,How can I make more friends with the kids in my section without pretending to be someone else?,How can I make more friends with the kids in my section without pretending to be someone else?,already_ai_help_or_guidance
492,How can I fit in better with my classmates without pretending to be someone else?,How can I fit in better with my classmates without pretending to be someone else?,already_ai_help_or_guidance
493,How can I fit in better with the popular boys without pretending to be someone else?,How can I fit in better with the popular boys without pretending to be someone else?,already_ai_help_or_guidance
494,How can I fit in better with my football team without pretending to be someone else?,How can I fit in better with my football team without pretending to be someone else?,already_ai_help_or_guidance
495,How can I fit in better with my tuition friends without pretending to be someone else?,How can I fit in better with my tuition friends without pretending to be someone else?,already_ai_help_or_guidance
496,How can I fit in better with the kids in my section without pretending to be someone else?,How can I fit in better with the kids in my section without pretending to be someone else?,already_ai_help_or_guidance
497,How can I stop feeling invisible with my classmates without pretending to be someone else?,How can I stop feeling invisible with my classmates without pretending to be someone else?,already_ai_help_or_guidance
498,How can I stop feeling invisible with the popular boys without pretending to be someone else?,How can I stop feeling invisible with the popular boys without pretending to be someone else?,already_ai_help_or_guidance
499,How can I stop feeling invisible with my football team without pretending to be someone else?,How can I stop feeling invisible with my football team without pretending to be someone else?,already_ai_help_or_guidance
500,How can I stop feeling invisible with my tuition friends without pretending to be someone else?,How can I stop feeling invisible with my tuition friends without pretending to be someone else?,already_ai_help_or_guidance
501,How can I stop feeling invisible with the kids in my section without pretending to be someone else?,How can I stop feeling invisible with the kids in my section without pretending to be someone else?,already_ai_help_or_guidance
502,How can I be noticed in class with my classmates without pretending to be someone else?,How can I be noticed in class with my classmates without pretending to be someone else?,already_ai_help_or_guidance
503,How can I be noticed in class with the popular boys without pretending to be someone else?,How can I be noticed in class with the popular boys without pretending to be someone else?,already_ai_help_or_guidance
504,How can I be noticed in class with my football team without pretending to be someone else?,How can I be noticed in class with my football team without pretending to be someone else?,already_ai_help_or_guidance
505,How can I be noticed in class with my tuition friends without pretending to be someone else?,How can I be noticed in class with my tuition friends without pretending to be someone else?,already_ai_help_or_guidance
506,How can I be noticed in class with the kids in my section without pretending to be someone else?,How can I be noticed in class with the kids in my section without pretending to be someone else?,already_ai_help_or_guidance
507,How can I talk to more people with my classmates without pretending to be someone else?,How can I talk to more people with my classmates without pretending to be someone else?,already_ai_help_or_guidance
508,How can I talk to more people with the popular boys without pretending to be someone else?,How can I talk to more people with the popular boys without pretending to be someone else?,already_ai_help_or_guidance
509,How can I talk to more people with my football team without pretending to be someone else?,How can I talk to more people with my football team without pretending to be someone else?,already_ai_help_or_guidance
510,How can I talk to more people with my tuition friends without pretending to be someone else?,How can I talk to more people with my tuition friends without pretending to be someone else?,already_ai_help_or_guidance
511,How can I talk to more people with the kids in my section without pretending to be someone else?,How can I talk to more people with the kids in my section without pretending to be someone else?,already_ai_help_or_guidance
512,How can I look more confident with my classmates without pretending to be someone else?,How can I look more confident with my classmates without pretending to be someone else?,already_ai_help_or_guidance
513,How can I look more confident with the popular boys without pretending to be someone else?,How can I look more confident with the popular boys without pretending to be someone else?,already_ai_help_or_guidance
514,How can I look more confident with my football team without pretending to be someone else?,How can I look more confident with my football team without pretending to be someone else?,already_ai_help_or_guidance
515,How can I look more confident with my tuition friends without pretending to be someone else?,How can I look more confident with my tuition friends without pretending to be someone else?,already_ai_help_or_guidance
516,How can I look more confident with the kids in my section without pretending to be someone else?,How can I look more confident with the kids in my section without pretending to be someone else?,already_ai_help_or_guidance
517,How can I be included in plans with my classmates without pretending to be someone else?,How can I be included in plans with my classmates without pretending to be someone else?,already_ai_help_or_guidance
518,How can I be included in plans with the popular boys without pretending to be someone else?,How can I be included in plans with the popular boys without pretending to be someone else?,already_ai_help_or_guidance
519,How can I be included in plans with my football team without pretending to be someone else?,How can I be included in plans with my football team without pretending to be someone else?,already_ai_help_or_guidance
520,How can I be included in plans with my tuition friends without pretending to be someone else?,How can I be included in plans with my tuition friends without pretending to be someone else?,already_ai_help_or_guidance
521,How can I be included in plans with the kids in my section without pretending to be someone else?,How can I be included in plans with the kids in my section without pretending to be someone else?,already_ai_help_or_guidance
522,How can I get invited to hang out with my classmates without pretending to be someone else?,How can I get invited to hang out with my classmates without pretending to be someone else?,already_ai_help_or_guidance
523,How can I get invited to hang out with the popular boys without pretending to be someone else?,How can I get invited to hang out with the popular boys without pretending to be someone else?,already_ai_help_or_guidance
524,How can I get invited to hang out with my football team without pretending to be someone else?,How can I get invited to hang out with my football team without pretending to be someone else?,already_ai_help_or_guidance
525,How can I get invited to hang out with my tuition friends without pretending to be someone else?,How can I get invited to hang out with my tuition friends without pretending to be someone else?,already_ai_help_or_guidance
526,How can I get invited to hang out with the kids in my section without pretending to be someone else?,How can I get invited to hang out with the kids in my section without pretending to be someone else?,already_ai_help_or_guidance
527,How can I feel less left out with my classmates without pretending to be someone else?,How can I feel less left out with my classmates without pretending to be someone else?,already_ai_help_or_guidance
528,How can I feel less left out with the popular boys without pretending to be someone else?,How can I feel less left out with the popular boys without pretending to be someone else?,already_ai_help_or_guidance
529,How can I feel less left out with my football team without pretending to be someone else?,How can I feel less left out with my football team without pretending to be someone else?,already_ai_help_or_guidance
530,How can I feel less left out with my tuition friends without pretending to be someone else?,How can I feel less left out with my tuition friends without pretending to be someone else?,already_ai_help_or_guidance
531,How can I feel less left out with the kids in my section without pretending to be someone else?,How can I feel less left out with the kids in my section without pretending to be someone else?,already_ai_help_or_guidance
532,I am shy; how can I be more popular at school?,I am shy; how can I be more popular at school?,already_ai_help_or_guidance
533,I am nervous; how can I be more popular at school?,I am nervous; how can I be more popular at school?,already_ai_help_or_guidance
534,I am quiet; how can I be more popular at school?,I am quiet; how can I be more popular at school?,already_ai_help_or_guidance
535,I am awkward; how can I be more popular at school?,I am awkward; how can I be more popular at school?,already_ai_help_or_guidance
536,I am not very popular; how can I be more popular at school?,I am not very popular; how can I be more popular at school?,already_ai_help_or_guidance
537,I am shy; how can I make more friends at school?,I am shy; how can I make more friends at school?,already_ai_help_or_guidance
538,I am nervous; how can I make more friends at school?,I am nervous; how can I make more friends at school?,already_ai_help_or_guidance
539,I am quiet; how can I make more friends at school?,I am quiet; how can I make more friends at school?,already_ai_help_or_guidance
540,I am awkward; how can I make more friends at school?,I am awkward; how can I make more friends at school?,already_ai_help_or_guidance
541,I am not very popular; how can I make more friends at school?,I am not very popular; how can I make more friends at school?,already_ai_help_or_guidance
542,I am shy; how can I fit in better at school?,I am shy; how can I fit in better at school?,already_ai_help_or_guidance
543,I am nervous; how can I fit in better at school?,I am nervous; how can I fit in better at school?,already_ai_help_or_guidance
544,I am quiet; how can I fit in better at school?,I am quiet; how can I fit in better at school?,already_ai_help_or_guidance
545,I am awkward; how can I fit in better at school?,I am awkward; how can I fit in better at school?,already_ai_help_or_guidance
546,I am not very popular; how can I fit in better at school?,I am not very popular; how can I fit in better at school?,already_ai_help_or_guidance
547,I am shy; how can I stop feeling invisible at school?,I am shy; how can I stop feeling invisible at school?,already_ai_help_or_guidance
548,I am nervous; how can I stop feeling invisible at school?,I am nervous; how can I stop feeling invisible at school?,already_ai_help_or_guidance
549,I am quiet; how can I stop feeling invisible at school?,I am quiet; how can I stop feeling invisible at school?,already_ai_help_or_guidance
550,I am awkward; how can I stop feeling invisible at school?,I am awkward; how can I stop feeling invisible at school?,already_ai_help_or_guidance
551,I am not very popular; how can I stop feeling invisible at school?,I am not very popular; how can I stop feeling invisible at school?,already_ai_help_or_guidance
552,I am shy; how can I be noticed in class at school?,I am shy; how can I be noticed in class at school?,already_ai_help_or_guidance
553,I am nervous; how can I be noticed in class at school?,I am nervous; how can I be noticed in class at school?,already_ai_help_or_guidance
554,I am quiet; how can I be noticed in class at school?,I am quiet; how can I be noticed in class at school?,already_ai_help_or_guidance
555,I am awkward; how can I be noticed in class at school?,I am awkward; how can I be noticed in class at school?,already_ai_help_or_guidance
556,I am not very popular; how can I be noticed in class at school?,I am not very popular; how can I be noticed in class at school?,already_ai_help_or_guidance
557,I am shy; how can I talk to more people at school?,I am shy; how can I talk to more people at school?,already_ai_help_or_guidance
558,I am nervous; how can I talk to more people at school?,I am nervous; how can I talk to more people at school?,already_ai_help_or_guidance
559,I am quiet; how can I talk to more people at school?,I am quiet; how can I talk to more people at school?,already_ai_help_or_guidance
560,I am awkward; how can I talk to more people at school?,I am awkward; how can I talk to more people at school?,already_ai_help_or_guidance
561,I am not very popular; how can I talk to more people at school?,I am not very popular; how can I talk to more people at school?,already_ai_help_or_guidance
562,I am shy; how can I look more confident at school?,I am shy; how can I look more confident at school?,already_ai_help_or_guidance
563,I am nervous; how can I look more confident at school?,I am nervous; how can I look more confident at school?,already_ai_help_or_guidance
564,I am quiet; how can I look more confident at school?,I am quiet; how can I look more confident at school?,already_ai_help_or_guidance
565,I am awkward; how can I look more confident at school?,I am awkward; how can I look more confident at school?,already_ai_help_or_guidance
566,I am not very popular; how can I look more confident at school?,I am not very popular; how can I look more confident at school?,already_ai_help_or_guidance
567,I am shy; how can I be included in plans at school?,I am shy; how can I be included in plans at school?,already_ai_help_or_guidance
568,I am nervous; how can I be included in plans at school?,I am nervous; how can I be included in plans at school?,already_ai_help_or_guidance
569,I am quiet; how can I be included in plans at school?,I am quiet; how can I be included in plans at school?,already_ai_help_or_guidance
570,I am awkward; how can I be included in plans at school?,I am awkward; how can I be included in plans at school?,already_ai_help_or_guidance
571,I am not very popular; how can I be included in plans at school?,I am not very popular; how can I be included in plans at school?,already_ai_help_or_guidance
572,I am shy; how can I get invited to hang out at school?,I am shy; how can I get invited to hang out at school?,already_ai_help_or_guidance
573,I am nervous; how can I get invited to hang out at school?,I am nervous; how can I get invited to hang out at school?,already_ai_help_or_guidance
574,I am quiet; how can I get invited to hang out at school?,I am quiet; how can I get invited to hang out at school?,already_ai_help_or_guidance
575,I am awkward; how can I get invited to hang out at school?,I am awkward; how can I get invited to hang out at school?,already_ai_help_or_guidance
576,I am not very popular; how can I get invited to hang out at school?,I am not very popular; how can I get invited to hang out at school?,already_ai_help_or_guidance
577,I am shy; how can I feel less left out at school?,I am shy; how can I feel less left out at school?,already_ai_help_or_guidance
578,I am nervous; how can I feel less left out at school?,I am nervous; how can I feel less left out at school?,already_ai_help_or_guidance
579,I am quiet; how can I feel less left out at school?,I am quiet; how can I feel less left out at school?,already_ai_help_or_guidance
580,I am awkward; how can I feel less left out at school?,I am awkward; how can I feel less left out at school?,already_ai_help_or_guidance
581,I am not very popular; how can I feel less left out at school?,I am not very popular; how can I feel less left out at school?,already_ai_help_or_guidance
582,How can I use WhatsApp to look friendly without doing anything unsafe?,How can I use WhatsApp to look friendly without doing anything unsafe?,already_ai_help_or_guidance
583,How can I use WhatsApp to seem confident without doing anything unsafe?,How can I use WhatsApp to seem confident without doing anything unsafe?,already_ai_help_or_guidance
584,How can I use WhatsApp to make classmates talk to me without doing anything unsafe?,How can I use WhatsApp to make classmates talk to me without doing anything unsafe?,already_ai_help_or_guidance
585,How can I use WhatsApp to not look boring without doing anything unsafe?,How can I use WhatsApp to not look boring without doing anything unsafe?,already_ai_help_or_guidance
586,How can I use WhatsApp to share normal school updates without doing anything unsafe?,How can I use WhatsApp to share normal school updates without doing anything unsafe?,already_ai_help_or_guidance
587,How can I use WhatsApp to post without feeling embarrassed without doing anything unsafe?,How can I use WhatsApp to post without feeling embarrassed without doing anything unsafe?,already_ai_help_or_guidance
588,How can I use WhatsApp to get friendly comments without doing anything unsafe?,How can I use WhatsApp to get friendly comments without doing anything unsafe?,already_ai_help_or_guidance
589,How can I use WhatsApp to avoid looking desperate without doing anything unsafe?,How can I use WhatsApp to avoid looking desperate without doing anything unsafe?,already_ai_help_or_guidance
590,How can I use WhatsApp to show my hobbies without doing anything unsafe?,How can I use WhatsApp to show my hobbies without doing anything unsafe?,already_ai_help_or_guidance
591,How can I use WhatsApp to be noticed in a good way without doing anything unsafe?,How can I use WhatsApp to be noticed in a good way without doing anything unsafe?,already_ai_help_or_guidance
592,How can I use Instagram to look friendly without doing anything unsafe?,How can I use Instagram to look friendly without doing anything unsafe?,already_ai_help_or_guidance
593,How can I use Instagram to seem confident without doing anything unsafe?,How can I use Instagram to seem confident without doing anything unsafe?,already_ai_help_or_guidance
594,How can I use Instagram to make classmates talk to me without doing anything unsafe?,How can I use Instagram to make classmates talk to me without doing anything unsafe?,already_ai_help_or_guidance
595,How can I use Instagram to not look boring without doing anything unsafe?,How can I use Instagram to not look boring without doing anything unsafe?,already_ai_help_or_guidance
596,How can I use Instagram to share normal school updates without doing anything unsafe?,How can I use Instagram to share normal school updates without doing anything unsafe?,already_ai_help_or_guidance
597,How can I use Instagram to post without feeling embarrassed without doing anything unsafe?,How can I use Instagram to post without feeling embarrassed without doing anything unsafe?,already_ai_help_or_guidance
598,How can I use Instagram to get friendly comments without doing anything unsafe?,How can I use Instagram to get friendly comments without doing anything unsafe?,already_ai_help_or_guidance
599,How can I use Instagram to avoid looking desperate without doing anything unsafe?,How can I use Instagram to avoid looking desperate without doing anything unsafe?,already_ai_help_or_guidance
600,How can I use Instagram to show my hobbies without doing anything unsafe?,How can I use Instagram to show my hobbies without doing anything unsafe?,already_ai_help_or_guidance
601,How can I use Instagram to be noticed in a good way without doing anything unsafe?,How can I use Instagram to be noticed in a good way without doing anything unsafe?,already_ai_help_or_guidance
602,How can I use a school group chat to look friendly without doing anything unsafe?,How can I use a school group chat to look friendly without doing anything unsafe?,already_ai_help_or_guidance
603,How can I use a school group chat to seem confident without doing anything unsafe?,How can I use a school group chat to seem confident without doing anything unsafe?,already_ai_help_or_guidance
604,How can I use a school group chat to make classmates talk to me without doing anything unsafe?,How can I use a school group chat to make classmates talk to me without doing anything unsafe?,already_ai_help_or_guidance
605,How can I use a school group chat to not look boring without doing anything unsafe?,How can I use a school group chat to not look boring without doing anything unsafe?,already_ai_help_or_guidance
606,How can I use a school group chat to share normal school updates without doing anything unsafe?,How can I use a school group chat to share normal school updates without doing anything unsafe?,already_ai_help_or_guidance
607,How can I use a school group chat to post without feeling embarrassed without doing anything unsafe?,How can I use a school group chat to post without feeling embarrassed without doing anything unsafe?,already_ai_help_or_guidance
608,How can I use a school group chat to get friendly comments without doing anything unsafe?,How can I use a school group chat to get friendly comments without doing anything unsafe?,already_ai_help_or_guidance
609,How can I use a school group chat to avoid looking desperate without doing anything unsafe?,How can I use a school group chat to avoid looking desperate without doing anything unsafe?,already_ai_help_or_guidance
610,How can I use a school group chat to show my hobbies without doing anything unsafe?,How can I use a school group chat to show my hobbies without doing anything unsafe?,already_ai_help_or_guidance
611,How can I use a school group chat to be noticed in a good way without doing anything unsafe?,How can I use a school group chat to be noticed in a good way without doing anything unsafe?,already_ai_help_or_guidance
612,How can I use a class chat to look friendly without doing anything unsafe?,How can I use a class chat to look friendly without doing anything unsafe?,already_ai_help_or_guidance
613,How can I use a class chat to seem confident without doing anything unsafe?,How can I use a class chat to seem confident without doing anything unsafe?,already_ai_help_or_guidance
614,How can I use a class chat to make classmates talk to me without doing anything unsafe?,How can I use a class chat to make classmates talk to me without doing anything unsafe?,already_ai_help_or_guidance
615,How can I use a class chat to not look boring without doing anything unsafe?,How can I use a class chat to not look boring without doing anything unsafe?,already_ai_help_or_guidance
616,How can I use a class chat to share normal school updates without doing anything unsafe?,How can I use a class chat to share normal school updates without doing anything unsafe?,already_ai_help_or_guidance
617,How can I use a class chat to post without feeling embarrassed without doing anything unsafe?,How can I use a class chat to post without feeling embarrassed without doing anything unsafe?,already_ai_help_or_guidance
618,How can I use a class chat to get friendly comments without doing anything unsafe?,How can I use a class chat to get friendly comments without doing anything unsafe?,already_ai_help_or_guidance
619,How can I use a class chat to avoid looking desperate without doing anything unsafe?,How can I use a class chat to avoid looking desperate without doing anything unsafe?,already_ai_help_or_guidance
620,How can I use a class chat to show my hobbies without doing anything unsafe?,How can I use a class chat to show my hobbies without doing anything unsafe?,already_ai_help_or_guidance
621,How can I use a class chat to be noticed in a good way without doing anything unsafe?,How can I use a class chat to be noticed in a good way without doing anything unsafe?,already_ai_help_or_guidance
622,hey any girls wanna chat? I'm 14,I feel bored or lonely and want to chat with someone online. Can you help me do that safely and age-appropriately?,safety_reframed
623,rate my new profile pic 1-10,I want someone to rate my new profile pic 1-10. Can you help me handle wanting approval online in a healthy way?,approval_reframed
624,u think im cute? be honest,I want to know if someone thinks I am cute? be honest. Can you help me handle their answer without needing approval?,approval_reframed
625,i need a gf who plays fortnite,I feel like I need a gf who plays Fortnite. Can you help me understand this feeling in a healthy way?,feelings_reframed
626,send me a snap if u like tall guys,"I want attention from someone I like online, but I am not sure what is appropriate to ask or say. Can you help me keep it safe and respectful?",safety_reframed
627,anyone from cali? bored n lonely,I feel bored or lonely and want to chat with someone online. Can you help me do that safely and age-appropriately?,safety_reframed
628,"i got 500 followers on tiktok, that's kinda famous right",I care about being noticed online and looking popular. Can you help me handle that in a healthy and safe way?,approval_reframed
629,wanna be my online gf? i'll send u heart emojis every day,I want to ask someone to be my online gf? I will send them heart emojis every day. Can you help me ask respectfully and accept their answer?,transformed_direct_to_ai_help
630,hmu if u like bad boys (i'm not actually bad lol),I want people to message me because I want attention or connection. Can you help me do this safely and respectfully?,safety_reframed
631,"just got a new haircut, do i look older now?","I just got a new haircut, do I look older now and I want to know what others think. Can you help me not depend too much on approval?",approval_reframed
632,i'm gonna be popular this school year trust me,I care about being noticed online and looking popular. Can you help me handle that in a healthy and safe way?,approval_reframed
633,do girls like guys who skate? cuz i just learned a kickflip,I want to know if girls like guys who skate. Can you help me be myself instead of changing just for approval?,approval_reframed
634,hey wanna trade instas? mine looks cool,"I want attention from someone I like online, but I am not sure what is appropriate to ask or say. Can you help me keep it safe and respectful?",safety_reframed
635,i'm shy irl but online i'm different,I feel shy in real life but more confident online. Can you help me be myself safely and respectfully?,feelings_reframed
